"veh_id","updated_time","long","lati","trip_id","sch_dev","route"
"1_6866","2018-03-01 11:42:46","-122.3006058","47.6659927","1_34939005",-51,"372"
"1_6866","2018-03-01 11:45:46","-122.3021317","47.6593399","1_34939005",-14,"372"
"1_6866","2018-03-01 11:48:45","-122.3062820","47.6523132","1_34939005",-87,"372"
"1_6866","2018-03-01 11:51:45","-122.3120880","47.6554184","1_34939005",-283,"372"
"1_6866","2018-03-01 12:21:45","-122.3133469","47.6559868","1_34939009",105,"372"
"1_6866","2018-03-01 12:24:46","-122.3106308","47.6549911","1_34939009",189,"372"
"1_6866","2018-03-01 12:27:45","-122.3061600","47.6523781","1_34939009",164,"372"
"1_6866","2018-03-01 12:30:46","-122.3045425","47.6573219","1_34939009",214,"372"
"1_6866","2018-03-01 12:33:46","-122.3008881","47.6633263","1_34939009",244,"372"
"1_6866","2018-03-01 12:36:46","-122.3006210","47.6687355","1_34939009",325,"372"
"1_6866","2018-03-01 12:39:46","-122.3006973","47.6807518","1_34939009",271,"372"
"1_6866","2018-03-01 12:42:46","-122.3056412","47.6961823","1_34939009",211,"372"
"1_6866","2018-03-01 12:45:45","-122.2981186","47.7144051","1_34939009",122,"372"
"1_6866","2018-03-01 12:48:46","-122.2945633","47.7204056","1_34939009",213,"372"
"1_6866","2018-03-01 12:51:45","-122.2922516","47.7282372","1_34939009",268,"372"
"1_6866","2018-03-01 12:54:45","-122.2924423","47.7346268","1_34939009",342,"372"
"1_6866","2018-03-01 12:57:46","-122.2760162","47.7537346","1_34939009",166,"372"
"1_6866","2018-03-01 13:00:45","-122.2505951","47.7584496","1_34939009",158,"372"
"1_6866","2018-03-01 13:03:46","-122.2294235","47.7542267","1_34939009",161,"372"
"1_6866","2018-03-01 13:07:02","-122.2096329","47.7589645","1_34939009",59,"372"
"1_6866","2018-03-01 13:09:46","-122.2015381","47.7602654","1_34939009",119,"372"
"1_6866","2018-03-01 13:33:45","-122.1932755","47.7625275","1_34939004",80,"372"
"1_6866","2018-03-01 13:36:45","-122.1961517","47.7622223","1_34939004",164,"372"
"1_6866","2018-03-01 13:39:45","-122.2102890","47.7586250","1_34939004",135,"372"
"1_6866","2018-03-01 13:42:46","-122.2305908","47.7546501","1_34939004",26,"372"
"1_6866","2018-03-01 13:45:46","-122.2432251","47.7573624","1_34939004",91,"372"
"1_6866","2018-03-01 13:48:45","-122.2549744","47.7586517","1_34939004",179,"372"
"1_6866","2018-03-01 13:51:45","-122.2799835","47.7521324","1_34939004",133,"372"
"1_6866","2018-03-01 13:54:45","-122.2924347","47.7339325","1_34939004",55,"372"
"1_6866","2018-03-01 13:57:46","-122.2930527","47.7232170","1_34939004",55,"372"
"1_6866","2018-03-01 14:00:46","-122.2933044","47.7226677","1_34939004",225,"372"
"1_6866","2018-03-01 14:03:46","-122.2951126","47.7194862","1_34939004",362,"372"
"1_6866","2018-03-01 14:06:46","-122.3000488","47.7111320","1_34939004",427,"372"
"1_6866","2018-03-01 14:12:46","-122.3016739","47.6881943","1_34939004",483,"372"
"1_6866","2018-03-01 14:15:45","-122.3006363","47.6764603","1_34939004",432,"372"
"1_6866","2018-03-01 14:18:46","-122.3006134","47.6671295","1_34939004",388,"372"
"1_6866","2018-03-01 14:21:45","-122.3009033","47.6607819","1_34939004",419,"372"
"1_6866","2018-03-01 14:24:45","-122.3046951","47.6549072","1_34939004",420,"372"
"1_6866","2018-03-01 14:27:46","-122.3085022","47.6520805","1_34939004",358,"372"
"1_6866","2018-03-01 14:30:46","-122.3115845","47.6552963","1_34939004",280,"372"
"1_6866","2018-03-01 14:51:46","-122.3120804","47.6554947","1_34939001",46,"372"
"1_6866","2018-03-01 14:54:46","-122.3111115","47.6551018","1_34939001",188,"372"
"1_6866","2018-03-01 14:57:46","-122.3067627","47.6521301","1_34939001",137,"372"
"1_6866","2018-03-01 15:02:24","-122.3028870","47.6579437","1_34939001",209,"372"
"1_6866","2018-03-01 15:03:46","-122.3013229","47.6604462","1_34939001",237,"372"
"1_6866","2018-03-01 15:06:46","-122.3005981","47.6659317","1_34939001",293,"372"
"1_6866","2018-03-01 15:09:46","-122.3006363","47.6717796","1_34939001",341,"372"
"1_6866","2018-03-01 15:12:47","-122.3007507","47.6827469","1_34939001",293,"372"
"1_6866","2018-03-01 15:15:46","-122.3020859","47.6913109","1_34939001",337,"372"
"1_6866","2018-03-01 15:18:46","-122.3035278","47.7000237","1_34939001",367,"372"
"1_6866","2018-03-01 15:21:46","-122.2995834","47.7119217","1_34939001",357,"372"
"1_6866","2018-03-01 15:24:46","-122.2940750","47.7212296","1_34939001",383,"372"
"1_6866","2018-03-01 15:27:46","-122.2922440","47.7280121","1_34939001",422,"372"
"1_6866","2018-03-01 15:30:46","-122.2914124","47.7374001","1_34939001",432,"372"
"1_6866","2018-03-01 15:33:46","-122.2795334","47.7523193","1_34939001",377,"372"
"1_6866","2018-03-01 15:35:26","-122.2715683","47.7563782","1_34939001",377,"372"
"1_6866","2018-03-01 15:36:46","-122.2629776","47.7583199","1_34939001",396,"372"
"1_6866","2018-03-01 15:39:46","-122.2431335","47.7573433","1_34939001",406,"372"
"1_6866","2018-03-01 15:42:46","-122.2193756","47.7524376","1_34939001",346,"372"
"1_6866","2018-03-01 15:45:46","-122.2097092","47.7592201","1_34939001",320,"372"
"1_6866","2018-03-01 15:48:46","-122.2035370","47.7593536","1_34939001",425,"372"
"1_6866","2018-03-01 15:51:46","-122.1974869","47.7617149","1_34939001",485,"372"
"1_6866","2018-03-01 16:15:45","-122.1932220","47.7641373","1_34939006",135,"372"
"1_6866","2018-03-01 16:18:47","-122.2061234","47.7593231","1_34939006",-15,"372"
"1_6866","2018-03-01 16:21:46","-122.2262115","47.7532272","1_34939006",-111,"372"
"1_6866","2018-03-01 16:24:45","-122.2334061","47.7556610","1_34939006",0,"372"
"1_6866","2018-03-01 16:27:46","-122.2458496","47.7577782","1_34939006",70,"372"
"1_6866","2018-03-01 16:30:46","-122.2546158","47.7586670","1_34939006",182,"372"
"1_6866","2018-03-01 16:33:46","-122.2774658","47.7531586","1_34939006",169,"372"
"1_6866","2018-03-01 16:36:46","-122.2897949","47.7393417","1_34939006",87,"372"
"1_6866","2018-03-01 16:39:46","-122.2923660","47.7317467","1_34939006",141,"372"
"1_6866","2018-03-01 16:42:46","-122.2940826","47.7212143","1_34939006",143,"372"
"1_6866","2018-03-01 16:45:47","-122.2997513","47.7116356","1_34939006",173,"372"
"1_6866","2018-03-01 16:48:46","-122.3020554","47.7018318","1_34939006",216,"372"
"1_6866","2018-03-01 16:54:46","-122.3006439","47.6762733","1_34939006",115,"372"
"1_6866","2018-03-01 16:57:46","-122.3006058","47.6664963","1_34939006",40,"372"
"1_6866","2018-03-01 17:00:46","-122.3037949","47.6575508","1_34939006",-36,"372"
"1_6866","2018-03-01 17:03:46","-122.3051300","47.6542587","1_34939006",39,"372"
"1_6866","2018-03-01 17:08:21","-122.3120804","47.6555176","1_34939006",-251,"372"
"1_6866","2018-03-01 17:12:46","-122.3123627","47.6562080","1_34939006",-38,"372"
"1_6866","2018-03-01 17:15:45","-122.3123627","47.6562080","1_34939006",141,"372"
"1_6866","2018-03-01 17:18:46","-122.3126526","47.6562119","1_34939006",308,"372"
"1_6866","2018-03-01 17:21:46","-122.3126526","47.6562119","1_34939006",488,"372"
"1_6866","2018-03-01 17:27:46","-122.3126526","47.6562119","1_34939006",848,"372"
"1_6866","2018-03-01 17:30:46","-122.3126526","47.6562119","1_34939006",1028,"372"
"1_6866","2018-03-01 17:33:45","-122.3133469","47.6559868","1_34939010",105,"372"
"1_6866","2018-03-01 17:36:47","-122.3111115","47.6551018","1_34939010",202,"372"
"1_6866","2018-03-01 17:39:46","-122.3066177","47.6521759","1_34939010",180,"372"
"1_6866","2018-03-01 17:42:46","-122.3045425","47.6573219","1_34939010",207,"372"
"1_6866","2018-03-01 17:45:46","-122.3008957","47.6631927","1_34939010",232,"372"
"1_6866","2018-03-01 17:48:46","-122.3006210","47.6687202","1_34939010",293,"372"
"1_6866","2018-03-01 18:00:47","-122.2999878","47.7112465","1_34939010",249,"372"
"1_6866","2018-03-01 18:03:47","-122.2934875","47.7223015","1_34939010",246,"372"
"1_6866","2018-03-01 18:06:46","-122.2924423","47.7344666","1_34939010",165,"372"
"1_6866","2018-03-01 18:12:46","-122.2670593","47.7581329","1_34939010",70,"372"
"1_6866","2018-03-01 18:15:46","-122.2443695","47.7575455","1_34939010",55,"372"
"1_6866","2018-03-01 18:24:46","-122.2079697","47.7599030","1_34939010",166,"372"
"1_6866","2018-03-01 18:27:46","-122.2001419","47.7592163","1_34939010",267,"372"
"1_6866","2018-03-01 18:30:46","-122.1931915","47.7631874","1_34939010",267,"372"
"1_6866","2018-03-01 19:00:46","-122.1971130","47.7619133","1_34939023",456,"372"
"1_6866","2018-03-01 19:03:46","-122.2073212","47.7591476","1_34939023",453,"372"
"1_6866","2018-03-01 19:09:46","-122.2414932","47.7570686","1_34939023",405,"372"
"1_6866","2018-03-01 19:12:47","-122.2605362","47.7584190","1_34939023",437,"372"
"1_6866","2018-03-01 19:15:48","-122.2830505","47.7503128","1_34939023",414,"372"
"1_6866","2018-03-01 19:18:46","-122.2924347","47.7339211","1_34939023",414,"372"
"1_6866","2018-03-01 19:21:46","-122.2933044","47.7226677","1_34939023",414,"372"
"1_6866","2018-03-01 19:24:46","-122.2975311","47.7153893","1_34939023",475,"372"
"1_6866","2018-03-01 19:27:47","-122.3034515","47.7001190","1_34939023",428,"372"
"1_6866","2018-03-01 19:30:46","-122.3051758","47.6952972","1_34939023",533,"372"
"1_6866","2018-03-01 19:33:47","-122.3007050","47.6809502","1_34939023",491,"372"
"1_6866","2018-03-01 19:39:46","-122.3009110","47.6641617","1_34939023",549,"372"
"1_6866","2018-03-01 19:42:46","-122.3048096","47.6568718","1_34939023",573,"372"
"1_6866","2018-03-01 19:45:46","-122.3101883","47.6528473","1_34939023",490,"372"
"1_6866","2018-03-01 19:48:46","-122.3122253","47.6562080","1_34939023",491,"372"
"1_6866","2018-03-01 20:09:46","-122.3133469","47.6559868","1_34939052",165,"372"
"1_6866","2018-03-01 20:12:46","-122.3104248","47.6533852","1_34939052",212,"372"
"1_6866","2018-03-01 20:15:46","-122.3049927","47.6545944","1_34939052",208,"372"
"1_6866","2018-03-01 20:18:46","-122.3012924","47.6604538","1_34939052",252,"372"
"1_6866","2018-03-01 20:21:46","-122.3006058","47.6669273","1_34939052",300,"372"
"1_6866","2018-03-01 20:27:46","-122.3007736","47.6836357","1_34939052",339,"372"
"1_6866","2018-03-01 20:30:46","-122.3049850","47.6950264","1_34939052",366,"372"
"1_6866","2018-03-01 20:33:45","-122.3016281","47.7063637","1_34939052",395,"372"
"1_6866","2018-03-01 20:36:46","-122.2947159","47.7201462","1_34939052",391,"372"
"1_6866","2018-03-01 20:42:46","-122.2786255","47.7526932","1_34939052",307,"372"
"1_6866","2018-03-01 20:45:47","-122.2497101","47.7583733","1_34939052",272,"372"
"1_6866","2018-03-01 20:51:46","-122.2024307","47.7593040","1_34939052",160,"372"
"1_6866","2018-03-01 20:54:46","-122.1932678","47.7622681","1_34939052",130,"372"
