23.0
23.0
24.0
32.0
26.0
26.0
26.0
25.0
21.0
19.0
18.0
14.0
14.0
14.0
11.0
10.0
5.0
3.0
2.0
2.0
1.0
3.0
4.0
4.0
6.0
2.0
3.0
