10,0,51,15,1,2,1,3,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7']"
10,0,53,17,1,2,1,10,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'c0:ce:cd:e9:79:85', '0e:2a:a4:68:12:69', 'E8:07:BF:14:F7:AA', 'ac:bc:32:9f:d1:2d', '58:40:4E:16:31:32']"
11,0,0,15,1,2,1,10,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'c0:ce:cd:e9:79:85', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '58:40:4E:16:31:32', '88:79:7e:55:a0:60']"
11,0,3,17,1,2,1,11,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'c0:ce:cd:e9:79:85', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '58:40:4E:16:31:32', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b']"
11,0,4,16,1,2,1,10,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e']"
11,0,6,20,1,2,1,11,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31']"
11,0,9,20,1,2,1,13,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd']"
11,0,11,21,1,2,1,15,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51']"
11,0,16,23,1,2,1,16,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42']"
11,0,18,28,1,2,1,16,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42']"
11,0,19,24,1,2,1,17,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42', '00:fc:8b:81:ce:2c']"
11,0,21,30,1,2,1,19,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42', '00:fc:8b:81:ce:2c', '04:1b:6d:a1:f4:76', 'ec:9b:f3:fa:3d:56']"
11,0,24,29,1,2,1,17,"['b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42', '00:fc:8b:81:ce:2c', '04:1b:6d:a1:f4:76', 'ec:9b:f3:fa:3d:56']"
11,0,26,31,1,2,1,15,"['b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42', '00:fc:8b:81:ce:2c', '04:1b:6d:a1:f4:76', 'ec:9b:f3:fa:3d:56']"
11,0,27,31,1,2,1,15,"['b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42', '00:fc:8b:81:ce:2c', '04:1b:6d:a1:f4:76', 'ec:9b:f3:fa:3d:56']"
11,0,28,33,1,2,1,15,"['b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42', '00:fc:8b:81:ce:2c', '04:1b:6d:a1:f4:76', 'ec:9b:f3:fa:3d:56']"
