count,date,end_lat,end_lon,end_time,mac,start_lat,start_lon,start_time,trip_id,distance,max_speed,least_distance_end,least_distance_start,duration,avg_speed,avg_RSSI,max_RSSI,source
1,3/6/18,47.76304,-122.1948822,10:51:18,92:10:2a:10:fb:a6,47.76304,-122.1948822,10:51:18,2,0,0,143.509,143.509,0,0,-43,-43,wifi
7,3/6/18,47.76304,-122.1948822,10:51:51,bc:9f:ef:d7:ab:6d,47.76304,-122.1948822,10:51:19,2,0,0,143.509,143.509,32,0,-60.4286,-55,wifi
1,3/6/18,47.76304,-122.1948822,10:51:34,2e:f0:9f:37:d8:08,47.76304,-122.1948822,10:51:34,2,0,0,143.509,143.509,0,0,-61,-61,wifi
3,3/6/18,47.719047,-122.2954718,11:21:07,20:2d:07:f6:0d:67,47.76304,-122.1948822,10:51:40,2,15058.6,9.57248,10.4633,143.509,1767,8.52211,-65.6667,-47,wifi
481,3/6/18,47.66878383,-122.3006568,11:35:54,b8:27:eb:64:2c:fc,47.76304,-122.1948822,10:51:43,2,22854.2,9.57248,54.7785,143.509,2651,8.62096,-22.6674,-19,wifi
1,3/6/18,47.76304,-122.1948822,10:51:46,06:7d:25:fd:60:2c,47.76304,-122.1948822,10:51:46,2,0,0,143.509,143.509,0,0,-43,-43,wifi
1,3/6/18,47.76304,-122.1948822,10:51:50,86:6b:f0:c7:e9:c1,47.76304,-122.1948822,10:51:50,2,0,0,143.509,143.509,0,0,-61,-61,wifi
2,3/6/18,47.76304,-122.1948822,10:51:55,70:70:0d:cf:68:21,47.76304,-122.1948822,10:51:55,2,0,0,143.509,143.509,0,0,-65,-63,wifi
73,3/6/18,47.752118,-122.2800803,11:13:11,48:db:50:35:d4:e7,47.76304,-122.1948822,10:51:58,2,9697.8,9.57248,227.064,143.509,1273,7.61807,-47.8493,-35,wifi
1,3/6/18,47.76304,-122.1948822,10:51:58,3e:57:c7:f1:d7:88,47.76304,-122.1948822,10:51:58,2,0,0,143.509,143.509,0,0,-61,-61,wifi
1,3/6/18,47.76304,-122.1948822,10:52:02,56:67:95:86:b5:91,47.76304,-122.1948822,10:52:02,2,0,0,143.509,143.509,0,0,-49,-49,wifi
1,3/6/18,47.76304,-122.1948822,10:52:08,aa:34:51:f7:43:fd,47.76304,-122.1948822,10:52:08,2,0,0,143.509,143.509,0,0,-61,-61,wifi
2,3/6/18,47.76304,-122.1948822,10:52:11,3a:c2:9e:ac:f3:6b,47.76304,-122.1948822,10:52:11,2,0,0,143.509,143.509,0,0,-50,-47,wifi
1,3/6/18,47.76304,-122.1948822,10:52:15,32:d6:da:6b:aa:2f,47.76304,-122.1948822,10:52:15,2,0,0,143.509,143.509,0,0,-61,-61,wifi
13,3/6/18,47.66916567,-122.3006567,11:35:37,dc:ef:ca:56:c4:7d,47.76304,-122.1948822,10:52:15,2,22787,9.57248,97.143,143.509,2602,8.7575,-65.6154,-59,wifi
1,3/6/18,47.76304,-122.1948822,10:52:19,1a:07:c9:38:9d:3b,47.76304,-122.1948822,10:52:19,2,0,0,143.509,143.509,0,0,-61,-61,wifi
1,3/6/18,47.76304,-122.1948822,10:52:26,52:f8:ac:bb:e3:cb,47.76304,-122.1948822,10:52:26,2,0,0,143.509,143.509,0,0,-49,-49,wifi
4,3/6/18,47.76304,-122.1948822,10:52:34,00:56:cd:74:d9:60,47.76304,-122.1948822,10:52:28,2,0,0,143.509,143.509,6,0,-65.5,-65,wifi
5,3/6/18,47.76304,-122.1948822,10:52:49,54:8C:A0:DF:E0:12,47.76304,-122.1948822,10:52:29,2,0,0,143.509,143.509,20,0,0,0,bluetooth
2,3/6/18,47.76304,-122.1948822,10:52:33,e2:bd:06:2f:91:6c,47.76304,-122.1948822,10:52:33,2,0,0,143.509,143.509,0,0,-61,-61,wifi
1,3/6/18,47.76304,-122.1948822,10:52:37,b6:c8:70:d2:2e:4e,47.76304,-122.1948822,10:52:37,2,0,0,143.509,143.509,0,0,-63,-63,wifi
4,3/6/18,47.76304,-122.1948822,10:52:40,52:6d:e9:ad:be:f6,47.76304,-122.1948822,10:52:40,2,0,0,143.509,143.509,0,0,-68.5,-67,wifi
1,3/6/18,47.76304,-122.1948822,10:52:41,a8:96:75:d7:3f:15,47.76304,-122.1948822,10:52:41,2,0,0,143.509,143.509,0,0,-79,-79,wifi
1,3/6/18,47.76304,-122.1948822,10:52:45,6a:d1:0b:a8:3e:18,47.76304,-122.1948822,10:52:45,2,0,0,143.509,143.509,0,0,-67,-67,wifi
1,3/6/18,47.76304,-122.1948822,10:52:46,72:4e:1b:46:ec:03,47.76304,-122.1948822,10:52:46,2,0,0,143.509,143.509,0,0,-45,-45,wifi
1,3/6/18,47.76304,-122.1948822,10:52:47,02:9a:4b:08:ad:b1,47.76304,-122.1948822,10:52:47,2,0,0,143.509,143.509,0,0,-45,-45,wifi
2,3/6/18,47.76304,-122.1948822,10:52:53,96:3c:e9:54:d7:e8,47.76304,-122.1948822,10:52:53,2,0,0,143.509,143.509,0,0,-61,-61,wifi
1,3/6/18,47.76304,-122.1948822,10:53:05,8a:ed:42:53:54:42,47.76304,-122.1948822,10:53:05,2,0,0,143.509,143.509,0,0,-63,-63,wifi
1,3/6/18,47.76304,-122.1948822,10:53:07,26:c4:d0:33:57:46,47.76304,-122.1948822,10:53:07,2,0,0,143.509,143.509,0,0,-65,-65,wifi
1,3/6/18,47.76304,-122.1948822,10:53:08,8a:7f:27:0b:e9:0b,47.76304,-122.1948822,10:53:08,2,0,0,143.509,143.509,0,0,-63,-63,wifi
2,3/6/18,47.76304,-122.1948822,10:53:16,16:67:1b:1d:d5:3f,47.76304,-122.1948822,10:53:16,2,0,0,143.509,143.509,0,0,-62,-61,wifi
1,3/6/18,47.76304,-122.1948822,10:53:17,26:48:7f:43:af:20,47.76304,-122.1948822,10:53:17,2,0,0,143.509,143.509,0,0,-49,-49,wifi
1,3/6/18,47.76304,-122.1948822,10:53:18,3e:9c:e9:b7:77:72,47.76304,-122.1948822,10:53:18,2,0,0,143.509,143.509,0,0,-51,-51,wifi
1,3/6/18,47.76304,-122.1948822,10:53:22,46:cf:d4:7e:0b:d8,47.76304,-122.1948822,10:53:22,2,0,0,143.509,143.509,0,0,-67,-67,wifi
2,3/6/18,47.76304,-122.1948822,10:53:23,b2:c1:ec:d0:a3:5c,47.76304,-122.1948822,10:53:23,2,0,0,143.509,143.509,0,0,-61,-61,wifi
1,3/6/18,47.76304,-122.1948822,10:53:24,12:fd:1c:12:cd:72,47.76304,-122.1948822,10:53:24,2,0,0,143.509,143.509,0,0,-57,-57,wifi
1,3/6/18,47.76304,-122.1948822,10:53:26,8a:ad:45:df:ae:e8,47.76304,-122.1948822,10:53:26,2,0,0,143.509,143.509,0,0,-69,-69,wifi
1,3/6/18,47.76304,-122.1948822,10:53:37,02:be:f2:fd:c2:f3,47.76304,-122.1948822,10:53:37,2,0,0,143.509,143.509,0,0,-55,-55,wifi
1,3/6/18,47.76304,-122.1948822,10:53:41,3e:56:07:ab:8c:b7,47.76304,-122.1948822,10:53:41,2,0,0,143.509,143.509,0,0,-53,-53,wifi
1,3/6/18,47.76304,-122.1948822,10:53:47,6e:97:24:6a:a1:0a,47.76304,-122.1948822,10:53:47,2,0,0,143.509,143.509,0,0,-57,-57,wifi
1,3/6/18,47.76304,-122.1948822,10:53:51,16:75:9e:43:2d:17,47.76304,-122.1948822,10:53:51,2,0,0,143.509,143.509,0,0,-69,-69,wifi
1,3/6/18,47.76304,-122.1948822,10:53:51,a8:96:75:0a:85:a5,47.76304,-122.1948822,10:53:51,2,0,0,143.509,143.509,0,0,-87,-87,wifi
2,3/6/18,47.76304,-122.1948822,10:54:50,e4:a4:71:86:bd:e3,47.76304,-122.1948822,10:53:56,2,0,0,143.509,143.509,54,0,-56,-51,wifi
1,3/6/18,47.76304,-122.1948822,10:53:58,da:a1:19:53:99:16,47.76304,-122.1948822,10:53:58,2,0,0,143.509,143.509,0,0,-83,-83,wifi
2,3/6/18,47.76304,-122.1948822,10:54:12,46:ae:59:8b:8b:d2,47.76304,-122.1948822,10:54:12,2,0,0,143.509,143.509,0,0,-57,-49,wifi
2,3/6/18,47.76304,-122.1948822,10:54:14,be:13:97:13:80:e3,47.76304,-122.1948822,10:54:14,2,0,0,143.509,143.509,0,0,-61,-61,wifi
2,3/6/18,47.76304,-122.1948822,10:54:15,0a:30:d6:69:d2:ab,47.76304,-122.1948822,10:54:15,2,0,0,143.509,143.509,0,0,-85,-85,wifi
2,3/6/18,47.76304,-122.1948822,10:54:21,ba:3c:8f:55:aa:ae,47.76304,-122.1948822,10:54:21,2,0,0,143.509,143.509,0,0,-62,-61,wifi
1,3/6/18,47.76304,-122.1948822,10:54:23,ae:eb:38:93:10:ae,47.76304,-122.1948822,10:54:23,2,0,0,143.509,143.509,0,0,-63,-63,wifi
4,3/6/18,47.76304,-122.1948822,10:54:23,a0:99:9b:07:ff:cb,47.76304,-122.1948822,10:54:23,2,0,0,143.509,143.509,0,0,-72,-71,wifi
1,3/6/18,47.76304,-122.1948822,10:54:25,74:c2:46:7f:8a:19,47.76304,-122.1948822,10:54:25,2,0,0,143.509,143.509,0,0,-85,-85,wifi
58,3/6/18,47.68306133,-122.3007822,11:31:13,8c:85:90:84:50:96,47.76304,-122.1948822,10:54:45,2,20684.3,9.57248,27.1036,143.509,2188,9.45352,-59,-51,wifi
1,3/6/18,47.76304,-122.1948822,10:54:47,fe:f4:ec:d6:85:7f,47.76304,-122.1948822,10:54:47,2,0,0,143.509,143.509,0,0,-63,-63,wifi
60,3/6/18,47.75586917,-122.234504,11:03:13,c0:ce:cd:e9:79:85,47.76304,-122.1948822,10:54:49,2,5238.49,9.57248,18.3507,143.509,504,10.3938,-41.6,-33,wifi
1,3/6/18,47.76304,-122.1948822,10:54:56,d6:1d:54:13:f4:bb,47.76304,-122.1948822,10:54:56,2,0,0,143.509,143.509,0,0,-59,-59,wifi
9,3/6/18,47.75239483,-122.2794798,11:12:32,0e:2a:a4:68:12:69,47.76304,-122.1948822,10:54:57,2,9623.39,9.57248,172.559,143.509,1055,9.1217,-57.4444,-53,wifi
6,3/6/18,47.76164133,-122.1977655,10:55:23,E8:07:BF:14:F7:AA,47.76304,-122.1948822,10:54:58,2,298.417,9.57248,38.0546,143.509,25,11.9367,0,0,bluetooth
1,3/6/18,47.76304,-122.1948822,10:55:00,ae:e1:32:76:6b:6a,47.76304,-122.1948822,10:55:00,2,0,0,143.509,143.509,0,0,-67,-67,wifi
6,3/6/18,47.75327783,-122.2266122,11:02:22,dc:ef:ca:ff:1a:05,47.76304,-122.1948822,10:55:00,2,4447.39,9.57248,675.854,143.509,442,10.062,-56.6667,-49,wifi
1,3/6/18,47.76281333,-122.1951883,10:55:04,c2:e9:55:23:a2:b4,47.76281333,-122.1951883,10:55:04,2,0,0,177.596,177.596,0,0,-65,-65,wifi
1,3/6/18,47.76247933,-122.1956377,10:55:08,92:00:64:a0:34:f5,47.76247933,-122.1956377,10:55:08,2,0,0,147.452,147.452,0,0,-71,-71,wifi
4,3/6/18,47.75439483,-122.2300133,11:02:40,74:4a:a4:eb:5e:35,47.76240633,-122.1957487,10:55:09,2,4736.33,11.9213,392.215,136.355,451,10.5018,-77.5,-75,wifi
1,3/6/18,47.7623365,-122.1958693,10:55:10,16:b4:6a:19:79:87,47.7623365,-122.1958693,10:55:10,2,0,0,124.843,124.843,0,0,-47,-47,wifi
1,3/6/18,47.761989,-122.196935,10:55:17,38:b1:db:b5:de:7d,47.761989,-122.196935,10:55:17,2,0,0,36.14,36.14,0,0,-87,-87,wifi
2,3/6/18,47.76194367,-122.1970823,10:55:18,1e:ef:cf:4e:6f:f4,47.76194367,-122.1970823,10:55:18,2,0,0,24.0092,24.0092,0,0,-49,-49,wifi
74,3/6/18,47.67866817,-122.3006498,11:32:20,ac:bc:32:9f:d1:2d,47.76189317,-122.1972258,10:55:19,2,21057.5,12.2681,273.176,12.004,2221,9.48108,-65.9189,-55,wifi
1,3/6/18,47.76183567,-122.1973655,10:55:20,54:13:79:8a:cf:5b,47.76183567,-122.1973655,10:55:20,2,0,0,3.3325,3.3325,0,0,-85,-85,wifi
10,3/6/18,47.75929117,-122.2014983,10:57:53,86:25:64:e8:60:6b,47.76142083,-122.1981237,10:55:26,2,816.204,12.1897,420.903,74.4053,147,5.55241,-56,-51,wifi
1,3/6/18,47.76142083,-122.1981237,10:55:26,98:10:e8:85:2a:f9,47.76142083,-122.1981237,10:55:26,2,0,0,74.4053,74.4053,0,0,-71,-71,wifi
1,3/6/18,47.76134467,-122.1982333,10:55:27,6e:11:6d:e5:c5:d8,47.76134467,-122.1982333,10:55:27,2,0,0,86.1785,86.1785,0,0,-45,-45,wifi
172,3/6/18,47.75443983,-122.230147,11:02:41,58:40:4E:16:31:32,47.7608965,-122.1992025,10:55:34,2,4360.91,12.1243,381.013,173.896,427,10.2129,0,0,bluetooth
2,3/6/18,47.76080917,-122.1994935,10:55:36,a6:03:5c:f8:1d:7e,47.76080917,-122.1994935,10:55:36,2,0,0,197.131,197.131,0,0,-45,-45,wifi
2,3/6/18,47.76077733,-122.199638,10:55:37,aa:b4:d0:89:df:2c,47.76077733,-122.199638,10:55:37,2,0,0,207.975,207.975,0,0,-69,-69,wifi
1,3/6/18,47.76062733,-122.2006823,10:55:44,ae:ab:0b:e3:a8:41,47.76062733,-122.2006823,10:55:44,2,10.8736,0,283.193,283.193,0,0,-67,-67,wifi
1,3/6/18,47.76050267,-122.2013428,10:55:50,a2:4d:74:f6:b0:7d,47.76050267,-122.2013428,10:55:50,2,0,0,333.426,333.426,0,0,-51,-51,wifi
3,3/6/18,47.7604885,-122.2014167,10:55:54,a2:31:8b:6a:7e:4c,47.7604885,-122.2014167,10:55:54,2,0,0,339.074,339.074,0,0,-44.3333,-43,wifi
2,3/6/18,47.76039767,-122.2016298,10:56:03,2e:26:ad:f4:79:d4,47.76047867,-122.201445,10:55:57,2,24.5925,5.38044,357.897,341.463,6,4.09875,-42,-41,wifi
2,3/6/18,47.76047867,-122.201445,10:55:57,22:1d:c7:b4:f0:f1,47.76047867,-122.201445,10:55:57,2,2.80362,0,341.463,341.463,0,0,-44,-43,wifi
2,3/6/18,47.7604305,-122.2015727,10:56:01,8e:d7:89:7c:45:a6,47.7604305,-122.2015727,10:56:01,2,0,0,352.422,352.422,0,0,-59,-59,wifi
2,3/6/18,47.76041717,-122.2016005,10:56:02,76:5f:d2:ed:eb:0b,47.76041717,-122.2016005,10:56:02,2,0,0,354.953,354.953,0,0,-71,-71,wifi
1,3/6/18,47.76034267,-122.2016688,10:56:05,76:16:f3:d3:e3:ff,47.76034267,-122.2016688,10:56:05,2,0,0,363.309,363.309,0,0,-61,-61,wifi
2,3/6/18,47.76023167,-122.2016877,10:56:08,a6:f5:97:bc:b8:b4,47.76027117,-122.2016962,10:56:07,2,4.43782,4.43782,370.448,368.875,1,4.43782,-54,-53,wifi
1,3/6/18,47.76015367,-122.2015955,10:56:10,a2:25:90:06:3b:d2,47.76015367,-122.2015955,10:56:10,2,0,0,368.836,368.836,0,0,-69,-69,wifi
1,3/6/18,47.75993967,-122.2010182,10:56:14,1a:89:0e:81:23:c4,47.75993967,-122.2010182,10:56:14,2,11.9782,0,346.658,346.658,0,0,-61,-61,wifi
2,3/6/18,47.759834,-122.2007283,10:56:17,da:d6:2e:f2:79:23,47.759834,-122.2007283,10:56:17,2,0,0,337.574,337.574,0,0,-55,-53,wifi
1,3/6/18,47.759555,-122.1999227,10:56:24,1e:be:12:97:73:eb,47.759555,-122.1999227,10:56:24,2,0,0,319.76,319.76,0,0,-43,-43,wifi
6,3/6/18,47.75950817,-122.1996445,10:57:06,b2:6a:bf:28:db:40,47.75950317,-122.1997682,10:56:26,2,19.3603,5.09043,312.14,317.737,40,0.484007,-48.3333,-45,wifi
1,3/6/18,47.75948283,-122.1997073,10:56:27,8e:1c:51:e0:b2:cc,47.75948283,-122.1997073,10:56:27,2,0,0,317.075,317.075,0,0,-57,-57,wifi
3,3/6/18,47.7594645,-122.1996418,10:56:29,ea:ad:f3:31:5c:7d,47.7594645,-122.1996418,10:56:29,2,0.787481,0,316.118,316.118,0,0,-65.6667,-57,wifi
1,3/6/18,47.75948783,-122.199647,10:56:34,9e:cd:5f:52:df:2a,47.75948783,-122.199647,10:56:34,2,0.341954,0,314.141,314.141,0,0,-61,-61,wifi
1,3/6/18,47.75948783,-122.199647,10:56:34,c6:83:1a:dd:d4:bc,47.75948783,-122.199647,10:56:34,2,0.341954,0,314.141,314.141,0,0,-47,-47,wifi
1,3/6/18,47.75949617,-122.1996485,10:56:35,1a:d6:ba:6d:33:f5,47.75949617,-122.1996485,10:56:35,2,0,0,313.423,313.423,0,0,-65,-65,wifi
2,3/6/18,47.75949617,-122.1996485,10:56:35,da:a1:19:55:78:1f,47.75949617,-122.1996485,10:56:35,2,0,0,313.423,313.423,0,0,-86,-85,wifi
1,3/6/18,47.7595075,-122.1996427,10:56:38,ba:d3:d8:d5:10:25,47.7595075,-122.1996427,10:56:38,2,0,0,312.128,312.128,0,0,-61,-61,wifi
1,3/6/18,47.75950817,-122.1996445,10:56:43,f6:8e:0f:75:ce:f9,47.75950817,-122.1996445,10:56:43,2,0,0,312.14,312.14,0,0,-43,-43,wifi
2,3/6/18,47.75950817,-122.1996445,10:56:47,7a:90:d5:8c:24:98,47.75950817,-122.1996445,10:56:47,2,0,0,312.14,312.14,0,0,-47,-47,wifi
6,3/6/18,47.75922233,-122.1997235,10:57:33,00:1d:7d:4b:60:e3,47.75950817,-122.1996445,10:56:49,2,40.5117,0.156835,342.252,312.14,44,0.920721,-80.3333,-75,wifi
1,3/6/18,47.75950817,-122.1996445,10:56:49,ba:2c:a2:e1:78:36,47.75950817,-122.1996445,10:56:49,2,0,0,312.14,312.14,0,0,-61,-61,wifi
1,3/6/18,47.75950817,-122.1996445,10:56:53,96:8e:2c:9a:19:36,47.75950817,-122.1996445,10:56:53,2,0,0,312.14,312.14,0,0,-61,-61,wifi
2,3/6/18,47.75950817,-122.1996445,10:56:55,fa:3b:6e:4f:1b:f4,47.75950817,-122.1996445,10:56:55,2,0,0,312.14,312.14,0,0,-55,-55,wifi
2,3/6/18,47.75950817,-122.1996445,10:56:57,5e:16:d1:9b:30:37,47.75950817,-122.1996445,10:56:57,2,0,0,312.14,312.14,0,0,-60,-59,wifi
2,3/6/18,47.75950817,-122.1996445,10:56:58,7e:f4:7f:6e:e1:9d,47.75950817,-122.1996445,10:56:58,2,0,0,312.14,312.14,0,0,-43,-43,wifi
2,3/6/18,47.75950817,-122.1996445,10:56:59,12:86:9b:02:12:0a,47.75950817,-122.1996445,10:56:59,2,0,0,312.14,312.14,0,0,-54,-51,wifi
2,3/6/18,47.75950817,-122.1996445,10:57:01,a6:47:47:76:e2:bf,47.75950817,-122.1996445,10:57:01,2,0,0,312.14,312.14,0,0,-60,-59,wifi
1,3/6/18,47.75950817,-122.1996445,10:57:03,66:db:fc:19:48:1c,47.75950817,-122.1996445,10:57:03,2,0,0,312.14,312.14,0,0,-67,-67,wifi
3,3/6/18,47.75950817,-122.1996445,10:57:04,2e:a4:bb:93:ba:3c,47.75950817,-122.1996445,10:57:04,2,0,0,312.14,312.14,0,0,-59,-55,wifi
2,3/6/18,47.7594015,-122.2042535,10:58:07,ee:40:8b:60:f5:52,47.75950817,-122.1996445,10:57:06,2,393.104,0.379019,583.527,312.14,61,6.44432,-43,-43,wifi
1,3/6/18,47.75950817,-122.1996445,10:57:09,02:48:2c:2f:3b:b1,47.75950817,-122.1996445,10:57:09,2,0,0,312.14,312.14,0,0,-45,-45,wifi
2,3/6/18,47.75950817,-122.1996445,10:57:14,9e:4e:0e:ba:42:bb,47.75950817,-122.1996445,10:57:14,2,0,0,312.14,312.14,0,0,-49,-47,wifi
2,3/6/18,47.75949217,-122.1997003,10:57:18,f6:0e:a1:63:cb:e9,47.75949217,-122.1997003,10:57:18,2,0,0,315.92,315.92,0,0,-45,-43,wifi
2,3/6/18,47.75948183,-122.1997107,10:57:22,ca:1f:95:0d:e6:db,47.75948183,-122.1997107,10:57:22,2,0,0,317.306,317.306,0,0,-65,-65,wifi
2,3/6/18,47.75937417,-122.1996215,10:57:27,72:56:80:3f:7e:18,47.75937417,-122.1996215,10:57:27,2,0,0,323.846,323.846,0,0,-47,-47,wifi
1,3/6/18,47.75928667,-122.1996188,10:57:29,aa:8b:77:d7:ec:25,47.75928667,-122.1996188,10:57:29,2,3.24406,0,332.1,332.1,0,0,-83,-83,wifi
2,3/6/18,47.75928667,-122.1996188,10:57:30,7e:6c:27:eb:1e:7a,47.75928667,-122.1996188,10:57:30,2,0,0,332.1,332.1,0,0,-69,-67,wifi
1,3/6/18,47.75923883,-122.1996782,10:57:32,5e:c2:5b:33:61:0b,47.75923883,-122.1996782,10:57:32,2,0,0,338.939,338.939,0,0,-51,-51,wifi
1,3/6/18,47.759225,-122.1999943,10:57:37,46:de:c2:1c:68:4e,47.759225,-122.1999943,10:57:37,2,0,0,352.859,352.859,0,0,-43,-43,wifi
1,3/6/18,47.75930617,-122.2008343,10:57:46,fe:8d:ea:12:28:de,47.75930617,-122.2008343,10:57:46,2,0,0,384.638,384.638,0,0,-45,-45,wifi
1,3/6/18,47.75929633,-122.201975,10:57:56,26:00:9a:de:9b:d0,47.75929633,-122.201975,10:57:56,2,0,0,447.409,447.409,0,0,-59,-59,wifi
1,3/6/18,47.759316,-122.2027302,10:57:59,b6:f4:c1:1b:b4:0a,47.759316,-122.2027302,10:57:59,2,15.1126,0,491.062,491.062,0,0,-49,-49,wifi
2,3/6/18,47.759328,-122.2029388,10:58:01,12:c9:de:74:47:10,47.759328,-122.2029388,10:58:01,2,15.7009,0,503.172,503.172,0,0,-69,-69,wifi
3,3/6/18,47.75899383,-122.2079758,10:59:10,c6:29:ed:45:f9:3b,47.75941767,-122.2046645,10:58:09,2,311.469,15.0966,856.075,610.105,61,5.10604,-45,-43,wifi
1,3/6/18,47.75941533,-122.2055642,10:58:14,ee:e0:13:d4:07:a2,47.75941533,-122.2055642,10:58:14,2,0,0,671.258,671.258,0,0,-69,-69,wifi
1,3/6/18,47.759383,-122.2059355,10:58:17,aa:07:03:d8:4e:c7,47.759383,-122.2059355,10:58:17,2,0,0,698.208,698.208,0,0,-43,-43,wifi
1,3/6/18,47.759383,-122.2059355,10:58:18,6a:47:22:76:f5:f6,47.759383,-122.2059355,10:58:18,2,6.7841,0,698.208,698.208,0,0,-59,-59,wifi
1,3/6/18,47.75936883,-122.2061023,10:58:19,7e:bf:6c:b2:22:ee,47.75936883,-122.2061023,10:58:19,2,0,0,710.329,710.329,0,0,-61,-61,wifi
1,3/6/18,47.75931433,-122.2061683,10:58:25,5e:8f:36:9d:05:63,47.75931433,-122.2061683,10:58:25,2,0,0,717.26,717.26,0,0,-49,-49,wifi
2,3/6/18,47.75931433,-122.2061683,10:58:25,ea:f2:20:a8:a6:be,47.75931433,-122.2061683,10:58:25,2,0,0,717.26,717.26,0,0,-69,-69,wifi
4,3/6/18,47.75927633,-122.2062047,10:58:48,BE:EF:BE:EF:B5:8A,47.75930767,-122.2061325,10:58:28,2,14.7746,1.21334,721.438,715.088,20,0.73873,0,0,bluetooth
1,3/6/18,47.75930033,-122.2060982,10:58:34,fe:49:40:e7:54:e9,47.75930033,-122.2060982,10:58:34,2,0,0,713.052,713.052,0,0,-63,-63,wifi
2,3/6/18,47.759284,-122.2061698,10:58:37,b6:04:e4:09:fc:4f,47.759284,-122.2061698,10:58:37,2,0,0,718.703,718.703,0,0,-62,-61,wifi
2,3/6/18,47.75927867,-122.2061855,10:58:38,72:72:69:b0:30:5c,47.75927867,-122.2061855,10:58:38,2,0,0,720.017,720.017,0,0,-60,-59,wifi
2,3/6/18,47.75927883,-122.2061927,10:58:40,22:76:6e:fb:72:eb,47.75927883,-122.2061927,10:58:40,2,0,0,720.502,720.502,0,0,-65,-65,wifi
4,3/6/18,47.75899533,-122.20813,10:59:12,e6:bb:60:dc:c3:d6,47.75927883,-122.2061927,10:58:43,2,175.472,0.769432,866.749,720.502,29,6.05077,-59,-59,wifi
8,3/6/18,47.721372,-122.2940975,11:20:28,88:79:7e:55:a0:60,47.7592575,-122.2062758,10:58:50,2,13177.4,5.3053,155.749,727.166,1298,10.1521,-69.25,-63,wifi
5,3/6/18,47.75897517,-122.2086405,10:59:24,94:B2:CC:0C:43:3E,47.75903917,-122.207333,10:59:03,2,114.149,6.93971,903.241,809.585,21,5.43568,0,0,bluetooth
1,3/6/18,47.75900317,-122.2078027,10:59:08,e2:84:7d:7d:7b:4f,47.75900317,-122.2078027,10:59:08,2,0,0,843.651,843.651,0,0,-45,-45,wifi
1,3/6/18,47.758996,-122.2082643,10:59:14,8e:df:81:6f:b7:30,47.758996,-122.2082643,10:59:14,2,0,0,876.095,876.095,0,0,-49,-49,wifi
16,3/6/18,47.75783917,-122.2114308,11:00:03,aa:d4:91:95:9d:4d,47.7589955,-122.2084722,10:59:18,2,331.288,2.51983,1144.52,890.645,45,7.36195,-39,-37,wifi
2,3/6/18,47.75899367,-122.2085057,10:59:19,ae:41:8f:51:a9:8c,47.75899367,-122.2085057,10:59:19,2,0,0,893.063,893.063,0,0,-44,-43,wifi
2,3/6/18,47.75882333,-122.2097538,10:59:37,2a:9e:fb:b0:14:c3,47.75882333,-122.2097538,10:59:37,2,0,0,987.355,987.355,0,0,-58,-57,wifi
1,3/6/18,47.75857433,-122.210461,10:59:44,96:55:60:47:31:2f,47.75857433,-122.210461,10:59:44,2,0,0,1046.68,1046.68,0,0,-45,-45,wifi
2,3/6/18,47.75847983,-122.2106453,10:59:46,ea:59:b9:f8:f5:65,47.75847983,-122.2106453,10:59:46,2,0,0,1063.31,1063.31,0,0,-68,-67,wifi
1,3/6/18,47.75837517,-122.2108298,10:59:48,56:fc:79:75:e7:4d,47.75837517,-122.2108298,10:59:48,2,0,0,1080.38,1080.38,0,0,-77,-77,wifi
1,3/6/18,47.75831917,-122.2109183,10:59:49,22:75:fa:66:7f:f2,47.75831917,-122.2109183,10:59:49,2,0,0,1088.82,1088.82,0,0,-69,-69,wifi
1,3/6/18,47.75788133,-122.2114097,11:00:10,82:1f:1f:1a:f0:42,47.75788133,-122.2114097,11:00:10,2,0,0,1141.23,1141.23,0,0,-43,-43,wifi
2,3/6/18,47.75789433,-122.2114042,11:00:11,4a:7f:2a:b2:d2:d9,47.75789433,-122.2114042,11:00:11,2,0,0,1140.29,1140.29,0,0,-61,-57,wifi
1,3/6/18,47.75789033,-122.2114578,11:00:21,06:b4:2f:3e:16:89,47.75789033,-122.2114578,11:00:21,2,0,0,1144.17,1144.17,0,0,-67,-67,wifi
1,3/6/18,47.75745083,-122.2117015,11:00:27,c6:01:2f:5b:f8:74,47.75745083,-122.2117015,11:00:27,2,0,0,1180.51,1180.51,0,0,-65,-65,wifi
3,3/6/18,47.75734717,-122.2117518,11:00:28,1a:94:0a:35:fa:d3,47.75734717,-122.2117518,11:00:28,2,0,0,1188.77,1188.77,0,0,-41.6667,-41,wifi
2,3/6/18,47.756885,-122.2119362,11:00:31,26:9d:6c:a8:75:b1,47.756885,-122.2119362,11:00:31,2,14.0169,0,1223.68,1223.68,0,0,-66,-65,wifi
1,3/6/18,47.7559255,-122.2122815,11:00:39,12:d6:27:27:25:19,47.7559255,-122.2122815,11:00:39,2,0,0,1297.73,1297.73,0,0,-69,-69,wifi
1,3/6/18,47.75547933,-122.212447,11:00:42,96:5a:26:9a:46:79,47.75547933,-122.212447,11:00:42,2,0,0,1334.15,1334.15,0,0,-57,-57,wifi
2,3/6/18,47.75547933,-122.212447,11:00:42,0a:09:b4:3f:b7:1d,47.75547933,-122.212447,11:00:42,2,0,0,1334.15,1334.15,0,0,-45,-45,wifi
