detectionNum,distance,speedMax,distanceToEnd,distanceToStart,duration,speedAvg,date,timeEnd,MAC,timeStart,endLat,endLon,startLon,startLat,label,avg_RSSI,max_RSSI
1,0,0,13.871,13.871,0,0,11/4/18,15:37:28,5a:58:d0:4b:8b:7b,15:37:28,47.6907,-122.318,47.6907,-122.318,0,-51,-51
1,0,0,31.5113,31.5113,0,0,11/4/18,15:37:32,62:87:bc:a4:fc:2d,15:37:32,47.6909,-122.318,47.6909,-122.318,0,-55,-55
1,0,0,41.2499,41.2499,0,0,11/4/18,15:37:33,ba:c8:ef:43:48:cc,15:37:33,47.691,-122.318,47.691,-122.318,0,-61,-61
1,0,0,46.3958,46.3958,0,0,11/4/18,15:37:34,d0:77:14:eb:68:f6,15:37:34,47.691,-122.318,47.691,-122.318,0,-41,-41
1,0,0,46.3958,46.3958,0,0,11/4/18,15:37:34,66:75:4b:41:a7:33,15:37:34,47.691,-122.318,47.691,-122.318,0,-59,-59
1,0,0,90.918,90.918,0,0,11/4/18,15:37:42,32:62:dd:5c:30:00,15:37:42,47.6914,-122.318,47.6914,-122.318,0,-65,-65
1,0,0,104.122,104.122,0,0,11/4/18,15:37:55,7e:9b:ca:a6:6f:df,15:37:55,47.6929,-122.318,47.6929,-122.318,0,-61,-61
1,0,0,92.7816,92.7816,0,0,11/4/18,15:37:56,5a:e6:b0:00:a7:87,15:37:56,47.693,-122.318,47.693,-122.318,0,-47,-47
1,0,0,21.4137,21.4137,0,0,11/4/18,15:38:04,1a:0a:0b:a9:5a:a1,15:38:04,47.6937,-122.318,47.6937,-122.318,0,-69,-69
1,0,0,25.732,25.732,0,0,11/4/18,15:38:08,ca:e9:bf:d0:c2:95,15:38:08,47.6941,-122.318,47.6941,-122.318,0,-61,-61
1,0,0,38.0082,38.0082,0,0,11/4/18,15:38:12,5a:40:9c:64:df:90,15:38:12,47.6942,-122.318,47.6942,-122.318,0,-67,-67
1,0,0,38.0082,38.0082,0,0,11/4/18,15:38:12,8a:68:1b:7e:1e:42,15:38:12,47.6942,-122.318,47.6942,-122.318,0,-49,-49
1,0,0,39.3548,39.3548,0,0,11/4/18,15:38:13,da:a1:19:9d:a5:cc,15:38:13,47.6942,-122.318,47.6942,-122.318,0,-61,-61
1,0,0,41.0651,41.0651,0,0,11/4/18,15:38:15,c2:e0:ec:84:a2:0f,15:38:15,47.6942,-122.318,47.6942,-122.318,0,-43,-41
1,0,0,41.0651,41.0651,0,0,11/4/18,15:38:15,06:16:2c:c3:b1:ce,15:38:15,47.6942,-122.318,47.6942,-122.318,0,-57,-57
1,0,0,40.8756,40.8756,0,0,11/4/18,15:38:17,fa:52:2b:70:3d:8c,15:38:17,47.6942,-122.317,47.6942,-122.317,0,-53,-53
1,0,0,41.2494,41.2494,0,0,11/4/18,15:38:20,56:cd:92:ff:52:a0,15:38:20,47.6942,-122.317,47.6942,-122.317,0,-51,-51
1,0,0,47.7117,47.7117,0,0,11/4/18,15:38:28,b2:0a:c2:52:d3:ca,15:38:28,47.6943,-122.317,47.6943,-122.317,0,-57,-57
1,0,0,61.0798,61.0798,0,0,11/4/18,15:38:43,dc:38:e1:88:41:00,15:38:43,47.6954,-122.318,47.6954,-122.318,0,-77,-77
1,0,0,35.4594,35.4594,0,0,11/4/18,15:38:46,2e:34:f6:d1:63:9b,15:38:46,47.6957,-122.318,47.6957,-122.318,0,-53,-53
1,0,0,15.7826,15.7826,0,0,11/4/18,15:38:59,32:3c:c7:d0:b2:74,15:38:59,47.6961,-122.318,47.6961,-122.318,0,-47,-47
1,0,0,19.0683,19.0683,0,0,11/4/18,15:39:03,de:cd:08:ff:2d:4b,15:39:03,47.6961,-122.318,47.6961,-122.318,0,-57,-57
1,0,0,73.4763,73.4763,0,0,11/4/18,15:39:13,da:a1:19:3f:bc:49,15:39:13,47.6966,-122.318,47.6966,-122.318,0,-57,-57
1,0,0,95.4199,95.4199,0,0,11/4/18,15:39:15,ce:ff:15:1a:34:1f,15:39:15,47.6968,-122.318,47.6968,-122.318,0,-46,-45
1,0,0,128.601,128.601,0,0,11/4/18,15:39:18,ee:32:42:e3:17:fb,15:39:18,47.6971,-122.318,47.6971,-122.318,0,-59,-59
1,0,0,139.743,139.743,0,0,11/4/18,15:39:19,06:95:cb:ac:5a:3d,15:39:19,47.6972,-122.318,47.6972,-122.318,0,-49,-49
1,0,0,242.321,242.321,0,0,11/4/18,15:39:28,1a:d9:c9:79:af:e0,15:39:28,47.6981,-122.318,47.6981,-122.318,0,-23,-23
1,0,0,274.984,274.984,0,0,11/4/18,15:39:31,7e:c7:16:32:07:d0,15:39:31,47.6984,-122.318,47.6984,-122.318,0,-25,-25
1,0,0,296.743,296.743,0,0,11/4/18,15:39:35,72:58:06:d0:30:20,15:39:35,47.6986,-122.318,47.6986,-122.318,0,-59,-59
1,0,0,296.743,296.743,0,0,11/4/18,15:39:35,ba:17:36:a7:d1:1d,15:39:35,47.6986,-122.318,47.6986,-122.318,0,-49,-49
1,0,0,269.428,269.428,0,0,11/4/18,15:39:37,6e:f9:a8:85:74:12,15:39:37,47.699,-122.318,47.699,-122.318,0,-49,-49
1,0,0,246.834,246.834,0,0,11/4/18,15:39:39,1e:99:5d:29:77:b7,15:39:39,47.6992,-122.318,47.6992,-122.318,0,-24,-23
1,0,0,222.082,222.082,0,0,11/4/18,15:39:41,9e:20:ba:15:94:47,15:39:41,47.6994,-122.318,47.6994,-122.318,0,-59,-59
1,0,0,222.082,222.082,0,0,11/4/18,15:39:41,f4:5e:ab:0d:15:c0,15:39:41,47.6994,-122.318,47.6994,-122.318,0,-71,-71
1,0,0,222.082,222.082,0,0,11/4/18,15:39:50,ce:19:85:c4:5f:ae,15:39:50,47.6994,-122.318,47.6994,-122.318,0,-63,-63
1,0,0,95.3946,95.3946,0,0,11/4/18,15:39:52,1a:2b:ea:6e:10:2d,15:39:52,47.7006,-122.318,47.7006,-122.318,0,-35,-35
1,0,0,95.3946,95.3946,0,0,11/4/18,15:39:52,62:19:fb:69:ef:ed,15:39:52,47.7006,-122.318,47.7006,-122.318,0,-59,-59
1,0,0,64.9778,64.9778,0,0,11/4/18,15:39:55,3a:5a:fa:f3:16:2a,15:39:55,47.7009,-122.318,47.7009,-122.318,0,-53,-51
1,0,0,19.1993,19.1993,0,0,11/4/18,15:40:01,3a:a2:69:8b:2f:ab,15:40:01,47.7015,-122.318,47.7015,-122.318,0,-55,-55
1,0,0,63.5336,63.5336,0,0,11/4/18,15:40:06,96:0a:74:b6:8b:86,15:40:06,47.7019,-122.318,47.7019,-122.318,0,-42,-41
1,0,0,101.365,101.365,0,0,11/4/18,15:40:10,82:8f:ee:11:b3:ab,15:40:10,47.7024,-122.318,47.7024,-122.318,0,-52,-47
1,0,0,76.971,76.971,0,0,11/4/18,15:40:12,0e:a8:50:b2:c8:59,15:40:12,47.7026,-122.318,47.7026,-122.318,0,-71,-71
1,0,0,76.971,76.971,0,0,11/4/18,15:40:15,a2:82:bb:c3:c9:3e,15:40:15,47.7026,-122.318,47.7026,-122.318,0,-55,-55
1,0,0,20.5978,20.5978,0,0,11/4/18,15:40:19,d6:00:f6:39:fb:bb,15:40:19,47.7031,-122.318,47.7031,-122.318,0,-41,-41
1,0,0,12.5771,12.5771,0,0,11/4/18,15:40:21,6a:b9:76:ba:a9:08,15:40:21,47.7032,-122.318,47.7032,-122.318,0,-47,-47
1,0,0,13.7087,13.7087,0,0,11/4/18,15:40:25,9a:45:8d:06:c1:c4,15:40:25,47.7033,-122.318,47.7033,-122.318,0,-69,-69
1,0,0,15.8928,15.8928,0,0,11/4/18,15:40:29,e2:a7:5b:e9:ea:49,15:40:29,47.7033,-122.318,47.7033,-122.318,0,-61,-61
1,0,0,16.5063,16.5063,0,0,11/4/18,15:40:32,fa:e0:9f:75:1e:bf,15:40:32,47.7033,-122.318,47.7033,-122.318,0,-55,-55
1,0,0,16.5449,16.5449,0,0,11/4/18,15:40:34,66:1f:e8:11:06:c5,15:40:34,47.7033,-122.318,47.7033,-122.318,0,-59,-59
1,0,0,16.5449,16.5449,0,0,11/4/18,15:40:34,9e:f1:03:60:da:56,15:40:34,47.7033,-122.318,47.7033,-122.318,0,-39,-39
1,0,0,20.3732,20.3732,0,0,11/4/18,15:40:39,a2:9f:9e:9e:77:af,15:40:39,47.7034,-122.318,47.7034,-122.318,0,-39.6667,-37
1,0,0,20.3732,20.3732,0,0,11/4/18,15:40:39,e6:94:48:5d:cf:ec,15:40:39,47.7034,-122.318,47.7034,-122.318,0,-52,-51
1,0,0,28.8038,28.8038,0,0,11/4/18,15:40:41,ee:39:ea:97:4b:4f,15:40:41,47.7035,-122.318,47.7035,-122.318,0,-44,-43
1,0,0,87.3639,87.3639,0,0,11/4/18,15:40:47,da:a1:19:be:09:80,15:40:47,47.704,-122.318,47.704,-122.318,0,-57,-57
1,0,0,110.283,110.283,0,0,11/4/18,15:40:49,5e:cb:79:eb:a6:3e,15:40:49,47.7042,-122.318,47.7042,-122.318,0,-44,-43
1,0,0,194.656,194.656,0,0,11/4/18,15:40:56,56:00:06:23:01:b5,15:40:56,47.705,-122.318,47.705,-122.318,0,-53,-53
1,0,0,260.838,260.838,0,0,11/4/18,15:41:02,ca:64:f3:21:93:a1,15:41:02,47.7056,-122.318,47.7056,-122.318,0,-59,-59
1,0,0,297.385,297.385,0,0,11/4/18,15:41:05,ba:49:53:a0:32:b0,15:41:05,47.7059,-122.318,47.7059,-122.318,0,-57,-57
1,0,0,202.152,202.152,0,0,11/4/18,15:41:14,96:9f:67:e8:5c:5f,15:41:14,47.7068,-122.318,47.7068,-122.318,0,-55,-55
1,0,0,113.661,113.661,0,0,11/4/18,15:41:20,92:d6:98:73:de:7f,15:41:20,47.7077,-122.318,47.7077,-122.318,0,-53,-53
1,0,0,103.275,103.275,0,0,11/4/18,15:41:21,0a:f3:86:6a:17:e6,15:41:21,47.7077,-122.318,47.7077,-122.318,0,-31,-31
1,0,0,71.2769,71.2769,0,0,11/4/18,15:41:25,8e:3b:8e:2f:8b:9c,15:41:25,47.7081,-122.318,47.7081,-122.318,0,-59,-59
1,0,0,59.1036,59.1036,0,0,11/4/18,15:41:29,32:23:b4:82:88:b5,15:41:29,47.7082,-122.318,47.7082,-122.318,0,-63,-63
1,0,0,51.7915,51.7915,0,0,11/4/18,15:41:33,d6:46:a8:c2:99:83,15:41:33,47.7083,-122.318,47.7083,-122.318,0,-47,-45
1,0,0,47.2688,47.2688,0,0,11/4/18,15:41:37,7c:2e:dd:ac:66:19,15:41:37,47.7083,-122.318,47.7083,-122.318,0,-71,-71
1,0,0,46.3552,46.3552,0,0,11/4/18,15:41:39,66:16:46:8a:a8:4a,15:41:39,47.7083,-122.318,47.7083,-122.318,0,-25,-25
1,0,0,46.3552,46.3552,0,0,11/4/18,15:41:39,62:5f:07:9a:c5:4f,15:41:39,47.7083,-122.318,47.7083,-122.318,0,-41,-41
1,0,0,48.942,48.942,0,0,11/4/18,15:41:42,66:32:f4:a7:52:35,15:41:42,47.7083,-122.318,47.7083,-122.318,0,-22,-21
1,0,0,48.942,48.942,0,0,11/4/18,15:41:42,5e:f0:be:76:4a:8a,15:41:42,47.7083,-122.318,47.7083,-122.318,0,-63,-63
1,0,0,50.5439,50.5439,0,0,11/4/18,15:41:44,62:49:c9:ba:a5:0a,15:41:44,47.7083,-122.318,47.7083,-122.318,0,-77,-77
1,0,0,51.0808,51.0808,0,0,11/4/18,15:41:45,ba:ab:63:18:bc:03,15:41:45,47.7083,-122.318,47.7083,-122.318,0,-22,-21
1,0,0,52.5463,52.5463,0,0,11/4/18,15:41:48,b6:68:71:d8:9e:17,15:41:48,47.7083,-122.318,47.7083,-122.318,0,-41,-41
1,0,0,52.5537,52.5537,0,0,11/4/18,15:41:50,3e:3a:39:ab:6c:98,15:41:50,47.7083,-122.318,47.7083,-122.318,0,-59,-59
1,0,0,53.7701,53.7701,0,0,11/4/18,15:41:51,16:d9:fa:e9:4a:04,15:41:51,47.7083,-122.318,47.7083,-122.318,0,-55,-55
1,0,0,52.5747,52.5747,0,0,11/4/18,15:41:53,a6:90:d1:1e:af:15,15:41:53,47.7083,-122.318,47.7083,-122.318,0,-21,-21
1,0,0,52.9397,52.9397,0,0,11/4/18,15:41:54,de:25:21:8f:f3:5b,15:41:54,47.7083,-122.318,47.7083,-122.318,0,-48,-47
1,0,0,52.4324,52.4324,0,0,11/4/18,15:41:55,9a:09:f8:4c:67:15,15:41:55,47.7083,-122.318,47.7083,-122.318,0,-47,-47
1,0,0,54.009,54.009,0,0,11/4/18,15:41:58,d6:29:c0:8b:8d:04,15:41:58,47.7083,-122.318,47.7083,-122.318,0,-49,-49
1,0,0,52.6081,52.6081,0,0,11/4/18,15:42:05,f2:38:00:55:4e:11,15:42:05,47.7083,-122.318,47.7083,-122.318,0,-22,-21
1,0,0,45.3467,45.3467,0,0,11/4/18,15:42:17,62:2f:fe:6e:97:bf,15:42:17,47.7084,-122.318,47.7084,-122.318,0,-34.3333,-33
1,0,0,47.62,47.62,0,0,11/4/18,15:42:23,f6:af:d7:ce:d7:b0,15:42:23,47.7083,-122.318,47.7083,-122.318,0,-23,-23
1,0,0,49.3192,49.3192,0,0,11/4/18,15:42:32,f6:58:77:83:a8:34,15:42:32,47.7083,-122.318,47.7083,-122.318,0,-51,-51
1,0,0,48.7261,48.7261,0,0,11/4/18,15:42:33,ce:ff:65:3b:42:2a,15:42:33,47.7083,-122.318,47.7083,-122.318,0,-51,-51
1,0,0,47.2369,47.2369,0,0,11/4/18,15:42:37,d2:93:2e:ea:cf:63,15:42:37,47.7084,-122.318,47.7084,-122.318,0,-41,-41
1,0,0,46.5868,46.5868,0,0,11/4/18,15:42:39,06:76:bc:cd:f9:b0,15:42:39,47.7084,-122.318,47.7084,-122.318,0,-61,-61
1,0,0,43.4999,43.4999,0,0,11/4/18,15:42:41,96:c2:1b:a5:da:95,15:42:41,47.7084,-122.318,47.7084,-122.318,0,-27,-27
1,0,0,35.1802,35.1802,0,0,11/4/18,15:42:43,02:24:08:d8:2b:e7,15:42:43,47.7085,-122.318,47.7085,-122.318,0,-49,-49
1,0,0,29.0166,29.0166,0,0,11/4/18,15:42:44,ea:10:8e:f4:b5:3f,15:42:44,47.7085,-122.318,47.7085,-122.318,0,-57,-57
1,0,0,6.74835,6.74835,0,0,11/4/18,15:42:49,d0:77:14:2e:ab:70,15:42:49,47.7086,-122.318,47.7086,-122.318,0,-40,-39
1,0,0,10.0996,10.0996,0,0,11/4/18,15:42:54,12:20:f9:d1:33:8a,15:42:54,47.7086,-122.319,47.7086,-122.319,0,-45,-45
1,0,0,10.0996,10.0996,0,0,11/4/18,15:42:57,32:3b:de:32:4f:bb,15:42:57,47.7086,-122.319,47.7086,-122.319,0,-39,-39
1,0,0,14.6767,14.6767,0,0,11/4/18,15:43:00,26:53:aa:3b:8b:66,15:43:00,47.7086,-122.319,47.7086,-122.319,0,-43,-43
1,0,0,15.7189,15.7189,0,0,11/4/18,15:43:10,9a:1f:ac:bd:49:fb,15:43:10,47.7086,-122.319,47.7086,-122.319,0,-53,-53
1,0,0,15.7189,15.7189,0,0,11/4/18,15:43:13,e6:90:3a:71:16:98,15:43:13,47.7086,-122.319,47.7086,-122.319,0,-23.6667,-21
1,0,0,50.6861,50.6861,0,0,11/4/18,15:43:17,f6:80:66:e8:66:a0,15:43:17,47.7084,-122.319,47.7084,-122.319,0,-47,-47
1,0,0,64.6382,64.6382,0,0,11/4/18,15:43:18,c6:9e:56:f5:f8:f4,15:43:18,47.7085,-122.319,47.7085,-122.319,0,-43,-43
1,0,0,64.6382,64.6382,0,0,11/4/18,15:43:18,da:a1:19:07:49:b3,15:43:18,47.7085,-122.319,47.7085,-122.319,0,-55,-55
1,0,0,64.6382,64.6382,0,0,11/4/18,15:43:18,da:a1:19:1d:28:c9,15:43:18,47.7085,-122.319,47.7085,-122.319,0,-56,-55
1,0,0,161.154,161.154,0,0,11/4/18,15:43:25,06:27:33:d3:be:f1,15:43:25,47.7086,-122.321,47.7086,-122.321,0,-53,-53
1,0,0,161.154,161.154,0,0,11/4/18,15:43:27,c0:cb:38:94:6e:6f,15:43:27,47.7086,-122.321,47.7086,-122.321,0,-69,-69
1,0,0,161.154,161.154,0,0,11/4/18,15:43:33,e2:2c:4a:09:6a:a6,15:43:33,47.7086,-122.321,47.7086,-122.321,0,-51,-51
1,0,0,161.154,161.154,0,0,11/4/18,15:43:35,66:8c:d1:69:5b:b2,15:43:35,47.7086,-122.321,47.7086,-122.321,0,-53,-53
1,0,0,161.154,161.154,0,0,11/4/18,15:43:35,06:bd:1a:2c:54:a2,15:43:35,47.7086,-122.321,47.7086,-122.321,0,-63,-63
1,0,0,161.154,161.154,0,0,11/4/18,15:43:36,2e:ef:61:cd:b8:43,15:43:36,47.7086,-122.321,47.7086,-122.321,0,-63,-63
1,0,0,161.154,161.154,0,0,11/4/18,15:43:37,2e:f8:3e:41:f3:7c,15:43:37,47.7086,-122.321,47.7086,-122.321,0,-37,-35
1,0,0,161.154,161.154,0,0,11/4/18,15:43:37,c2:32:2a:68:77:82,15:43:37,47.7086,-122.321,47.7086,-122.321,0,-54,-51
1,0,0,161.154,161.154,0,0,11/4/18,15:43:39,0a:6c:8d:79:33:18,15:43:39,47.7086,-122.321,47.7086,-122.321,0,-43,-43
1,0,0,161.154,161.154,0,0,11/4/18,15:43:40,e6:5e:dd:7e:de:0d,15:43:40,47.7086,-122.321,47.7086,-122.321,0,-49,-49
1,0,0,161.154,161.154,0,0,11/4/18,15:43:40,c2:d6:95:9b:89:b8,15:43:40,47.7086,-122.321,47.7086,-122.321,0,-63,-63
1,0,0,86.924,86.924,0,0,11/4/18,15:43:42,da:a1:19:7f:fc:e7,15:43:42,47.7086,-122.322,47.7086,-122.322,0,-70,-67
1,0,0,89.3646,89.3646,0,0,11/4/18,15:43:44,9a:21:e9:f6:db:fd,15:43:44,47.7086,-122.322,47.7086,-122.322,0,-47,-47
1,0,0,89.3646,89.3646,0,0,11/4/18,15:43:44,72:ed:0f:56:45:a5,15:43:44,47.7086,-122.322,47.7086,-122.322,0,-61,-61
1,0,0,89.3646,89.3646,0,0,11/4/18,15:43:45,0a:e8:71:c2:d1:0e,15:43:45,47.7086,-122.322,47.7086,-122.322,0,-57,-57
1,0,0,89.3646,89.3646,0,0,11/4/18,15:43:46,5a:c6:7b:2f:47:f2,15:43:46,47.7086,-122.322,47.7086,-122.322,0,-39,-39
1,0,0,89.3646,89.3646,0,0,11/4/18,15:43:48,26:0e:c0:a2:9d:3f,15:43:48,47.7086,-122.322,47.7086,-122.322,0,-41,-41
1,0,0,89.3646,89.3646,0,0,11/4/18,15:43:55,36:91:f0:34:fd:ed,15:43:55,47.7086,-122.322,47.7086,-122.322,0,-65,-65
1,0,0,139.402,139.402,0,0,11/4/18,15:43:57,de:ea:b7:7d:03:51,15:43:57,47.7091,-122.322,47.7091,-122.322,0,-49,-49
1,0,0,139.402,139.402,0,0,11/4/18,15:44:00,86:1f:d7:65:c2:54,15:44:00,47.7091,-122.322,47.7091,-122.322,0,-46,-43
1,0,0,139.402,139.402,0,0,11/4/18,15:44:01,ba:43:e8:93:7c:46,15:44:01,47.7091,-122.322,47.7091,-122.322,0,-45,-45
1,0,0,139.402,139.402,0,0,11/4/18,15:44:01,9a:31:41:12:72:f1,15:44:01,47.7091,-122.322,47.7091,-122.322,0,-64,-63
1,0,0,133.7,133.7,0,0,11/4/18,15:44:02,da:a1:19:c4:41:f5,15:44:02,47.7091,-122.322,47.7091,-122.322,0,-75,-75
1,0,0,128.839,128.839,0,0,11/4/18,15:44:03,ca:8d:4a:ce:4f:9b,15:44:03,47.7091,-122.322,47.7091,-122.322,0,-49,-49
1,0,0,126.25,126.25,0,0,11/4/18,15:44:04,7e:43:b6:90:7d:85,15:44:04,47.7091,-122.322,47.7091,-122.322,0,-51,-51
1,0,0,115.086,115.086,0,0,11/4/18,15:44:09,3a:21:ff:1c:bf:ce,15:44:09,47.709,-122.322,47.709,-122.322,0,-69,-69
1,0,0,112.129,112.129,0,0,11/4/18,15:44:11,c6:a6:d6:9f:bc:6e,15:44:11,47.709,-122.322,47.709,-122.322,0,-47,-47
1,0,0,112.129,112.129,0,0,11/4/18,15:44:11,22:a9:02:eb:4b:1c,15:44:11,47.709,-122.322,47.709,-122.322,0,-49,-49
1,0,0,89.0063,89.0063,0,0,11/4/18,15:44:16,a8:51:5b:2d:19:8c,15:44:16,47.7089,-122.323,47.7089,-122.323,0,-67,-67
1,0,0,81.45,81.45,0,0,11/4/18,15:44:18,e6:07:d8:29:94:ed,15:44:18,47.7089,-122.323,47.7089,-122.323,0,-57,-57
1,0,0,77.3394,77.3394,0,0,11/4/18,15:44:19,da:a1:19:11:ac:60,15:44:19,47.7088,-122.323,47.7088,-122.323,0,-55,-53
1,0,0,77.3394,77.3394,0,0,11/4/18,15:44:19,1a:f3:32:f4:9b:62,15:44:19,47.7088,-122.323,47.7088,-122.323,0,-61,-61
1,0,0,69.7702,69.7702,0,0,11/4/18,15:44:22,5e:fd:8a:87:a9:db,15:44:22,47.7088,-122.323,47.7088,-122.323,0,-59,-59
1,0,0,69.7702,69.7702,0,0,11/4/18,15:44:22,2a:46:33:28:81:d6,15:44:22,47.7088,-122.323,47.7088,-122.323,0,-55,-55
1,0,0,67.0168,67.0168,0,0,11/4/18,15:44:24,da:a1:19:ef:44:f8,15:44:24,47.7088,-122.323,47.7088,-122.323,0,-87,-87
1,0,0,59.7878,59.7878,0,0,11/4/18,15:44:26,e6:10:a3:63:f4:01,15:44:26,47.7087,-122.323,47.7087,-122.323,0,-59,-59
1,0,0,59.7878,59.7878,0,0,11/4/18,15:44:26,c6:30:33:4d:fe:34,15:44:26,47.7087,-122.323,47.7087,-122.323,0,-38.5,-37
1,0,0,53.4724,53.4724,0,0,11/4/18,15:44:27,42:be:54:9d:fd:6d,15:44:27,47.7087,-122.323,47.7087,-122.323,0,-57,-57
1,0,0,32.8436,32.8436,0,0,11/4/18,15:44:30,46:bf:f3:7c:ea:11,15:44:30,47.7085,-122.323,47.7085,-122.323,0,-49,-49
1,0,0,19.937,19.937,0,0,11/4/18,15:44:33,62:30:25:ec:8a:e8,15:44:33,47.7084,-122.323,47.7084,-122.323,0,-47.6667,-47
1,0,0,13.4398,13.4398,0,0,11/4/18,15:44:38,6a:aa:7a:64:f2:8f,15:44:38,47.7083,-122.323,47.7083,-122.323,0,-65,-63
1,0,0,13.5581,13.5581,0,0,11/4/18,15:44:39,fa:0b:ff:4c:9c:85,15:44:39,47.7083,-122.323,47.7083,-122.323,0,-61,-61
1,0,0,11.363,11.363,0,0,11/4/18,15:44:40,ee:5e:03:16:de:f2,15:44:40,47.7083,-122.323,47.7083,-122.323,0,-47,-47
1,0,0,13.1767,13.1767,0,0,11/4/18,15:44:41,86:d6:c6:4a:6f:38,15:44:41,47.7083,-122.323,47.7083,-122.323,0,-63,-63
1,0,0,9.53625,9.53625,0,0,11/4/18,15:44:48,0a:c4:1e:ab:d9:84,15:44:48,47.7083,-122.323,47.7083,-122.323,0,-61,-61
1,0,0,8.84142,8.84142,0,0,11/4/18,15:44:49,96:51:46:7b:a3:2a,15:44:49,47.7083,-122.323,47.7083,-122.323,0,-33,-31
1,0,0,121.963,121.963,0,0,11/4/18,15:45:14,36:c0:b3:e5:7f:45,15:45:14,47.7071,-122.323,47.7071,-122.323,0,-33,-33
1,0,0,137.075,137.075,0,0,11/4/18,15:45:16,b6:63:84:f2:da:9f,15:45:16,47.707,-122.323,47.707,-122.323,0,-48,-47
1,0,0,145.241,145.241,0,0,11/4/18,15:45:17,ee:4b:2d:c1:84:bb,15:45:17,47.7069,-122.323,47.7069,-122.323,0,-31,-31
1,0,0,170.234,170.234,0,0,11/4/18,15:45:20,da:a1:19:a1:3c:f0,15:45:20,47.7067,-122.323,47.7067,-122.323,0,-53,-53
1,0,0,183.207,183.207,0,0,11/4/18,15:45:26,e2:cb:91:e4:e6:46,15:45:26,47.7065,-122.323,47.7065,-122.323,0,-37,-35
1,0,0,204.523,204.523,0,0,11/4/18,15:45:30,be:f9:db:bb:5a:9b,15:45:30,47.7064,-122.323,47.7064,-122.323,0,-47,-47
1,0,0,272.185,272.185,0,0,11/4/18,15:45:37,02:46:f2:52:50:9c,15:45:37,47.7057,-122.323,47.7057,-122.323,0,-56,-55
1,0,0,261.449,261.449,0,0,11/4/18,15:45:39,82:8d:0c:8c:05:ab,15:45:39,47.7056,-122.323,47.7056,-122.323,0,-45,-45
1,0,0,59.7943,59.7943,0,0,11/4/18,15:45:56,7e:60:8d:2a:83:c3,15:45:56,47.7037,-122.323,47.7037,-122.323,0,-43,-43
1,0,0,59.7943,59.7943,0,0,11/4/18,15:45:56,54:3d:37:02:9d:88,15:45:56,47.7037,-122.323,47.7037,-122.323,0,-83,-83
1,0,0,53.7503,53.7503,0,0,11/4/18,15:45:57,42:5a:16:e1:7b:6d,15:45:57,47.7037,-122.323,47.7037,-122.323,0,-53,-53
1,0,0,17.2332,17.2332,0,0,11/4/18,15:46:04,ac:fd:ce:54:44:c6,15:46:04,47.7034,-122.324,47.7034,-122.324,0,-85,-85
1,0,0,7.75504,7.75504,0,0,11/4/18,15:46:08,2e:aa:fb:b0:4a:4e,15:46:08,47.7033,-122.324,47.7033,-122.324,0,-33,-33
1,0,0,6.19564,6.19564,0,0,11/4/18,15:46:12,ee:c2:cd:51:b7:f7,15:46:12,47.7032,-122.324,47.7032,-122.324,0,-57,-57
1,0,0,10.0459,10.0459,0,0,11/4/18,15:46:20,da:a1:19:b5:19:04,15:46:20,47.7032,-122.324,47.7032,-122.324,0,-51,-51
1,0,0,114.712,114.712,0,0,11/4/18,15:46:30,9c:b6:d0:ec:5a:59,15:46:30,47.7033,-122.325,47.7033,-122.325,0,-73,-73
1,0,0,124.34,124.34,0,0,11/4/18,15:46:45,fc:2a:9c:a3:12:1d,15:46:45,47.7031,-122.327,47.7031,-122.327,0,-61,-61
1,0,0,121.284,121.284,0,0,11/4/18,15:46:46,da:a1:19:89:15:24,15:46:46,47.7031,-122.327,47.7031,-122.327,0,-45,-45
1,0,0,118.008,118.008,0,0,11/4/18,15:46:51,4e:fc:b3:07:28:05,15:46:51,47.7031,-122.327,47.7031,-122.327,0,-55,-55
1,0,0,117.081,117.081,0,0,11/4/18,15:46:53,4a:6d:dc:7d:9c:3e,15:46:53,47.7031,-122.327,47.7031,-122.327,0,-67,-67
1,0,0,115.36,115.36,0,0,11/4/18,15:46:57,a6:fe:40:ef:71:68,15:46:57,47.703,-122.327,47.703,-122.327,0,-51,-51
1,0,0,5356.06,5356.06,0,0,11/4/18,16:56:24,da:e2:4e:f8:07:be,16:56:24,47.7024,-122.327,47.7024,-122.327,0,-61,-61
1,0,0,222.113,222.113,0,0,11/4/18,16:56:31,ea:3f:19:61:05:63,16:56:31,47.6246,-122.357,47.6246,-122.357,0,-49,-49
1,0,0,147.171,147.171,0,0,11/4/18,16:56:44,12:71:3e:f1:b1:d5,16:56:44,47.6246,-122.359,47.6246,-122.359,0,-41,-41
1,0,0,147.171,147.171,0,0,11/4/18,16:57:03,38:ff:36:29:96:f8,16:57:03,47.6246,-122.359,47.6246,-122.359,0,-71,-71
1,0,0,147.171,147.171,0,0,11/4/18,16:57:05,70:77:81:65:46:58,16:57:05,47.6246,-122.359,47.6246,-122.359,0,-71,-71
1,0,0,89.9006,89.9006,0,0,11/4/18,16:57:41,e6:e3:1b:37:8b:64,16:57:41,47.6247,-122.362,47.6247,-122.362,0,-45,-45
1,0,0,89.9006,89.9006,0,0,11/4/18,16:57:42,92:a3:f3:de:35:5b,16:57:42,47.6247,-122.362,47.6247,-122.362,0,-60,-59
