detectionNum,distance,speedMax,distanceToEnd,distanceToStart,duration,speedAvg,date,timeEnd,MAC,timeStart,endLat,endLon,startLon,startLat,label,avg_RSSI,max_RSSI
1,0,0,177.423,177.423,0,0,3/6/18,10:55:04,c2:e9:55:23:a2:b4,10:55:04,47.7628,-122.195,47.7628,-122.195,0,-65,-65
1,0,0,147.159,147.159,0,0,3/6/18,10:55:08,92:00:64:a0:34:f5,10:55:08,47.7625,-122.196,47.7625,-122.196,0,-71,-71
1,0,0,124.581,124.581,0,0,3/6/18,10:55:10,16:b4:6a:19:79:87,10:55:10,47.7623,-122.196,47.7623,-122.196,0,-47,-47
1,0,0,36.0609,36.0609,0,0,3/6/18,10:55:17,38:b1:db:b5:de:7d,10:55:17,47.762,-122.197,47.762,-122.197,0,-87,-87
2,0,0,23.9558,23.9558,0,0,3/6/18,10:55:18,1e:ef:cf:4e:6f:f4,10:55:18,47.7619,-122.197,47.7619,-122.197,0,-49,-49
1,0,0,3.33275,3.33275,0,0,3/6/18,10:55:20,54:13:79:8a:cf:5b,10:55:20,47.7618,-122.197,47.7618,-122.197,0,-85,-85
1,0,0,74.308,74.308,0,0,3/6/18,10:55:26,98:10:e8:85:2a:f9,10:55:26,47.7614,-122.198,47.7614,-122.198,0,-71,-71
1,0,0,86.0686,86.0686,0,0,3/6/18,10:55:27,6e:11:6d:e5:c5:d8,10:55:27,47.7613,-122.198,47.7613,-122.198,0,-45,-45
2,0,0,196.822,196.822,0,0,3/6/18,10:55:36,a6:03:5c:f8:1d:7e,10:55:36,47.7608,-122.199,47.7608,-122.199,0,-45,-45
2,0,0,207.639,207.639,0,0,3/6/18,10:55:37,aa:b4:d0:89:df:2c,10:55:37,47.7608,-122.2,47.7608,-122.2,0,-69,-69
1,0,0,282.649,282.649,0,0,3/6/18,10:55:44,ae:ab:0b:e3:a8:41,10:55:44,47.7606,-122.201,47.7606,-122.201,0,-67,-67
1,0,0,332.754,332.754,0,0,3/6/18,10:55:50,a2:4d:74:f6:b0:7d,10:55:50,47.7605,-122.201,47.7605,-122.201,0,-51,-51
3,0,0,338.389,338.389,0,0,3/6/18,10:55:54,a2:31:8b:6a:7e:4c,10:55:54,47.7605,-122.201,47.7605,-122.201,0,-44.3333,-43
2,16.4978,2.74963,357.178,340.773,6,2.74963,3/6/18,10:56:03,2e:26:ad:f4:79:d4,10:55:57,47.7604,-122.202,47.7605,-122.201,0,-42,-41
2,0,0,340.773,340.773,0,0,3/6/18,10:55:57,22:1d:c7:b4:f0:f1,10:55:57,47.7605,-122.201,47.7605,-122.201,0,-44,-43
2,0,0,351.71,351.71,0,0,3/6/18,10:56:01,8e:d7:89:7c:45:a6,10:56:01,47.7604,-122.202,47.7604,-122.202,0,-59,-59
2,0,0,354.238,354.238,0,0,3/6/18,10:56:02,76:5f:d2:ed:eb:0b,10:56:02,47.7604,-122.202,47.7604,-122.202,0,-71,-71
1,0,0,362.59,362.59,0,0,3/6/18,10:56:05,76:16:f3:d3:e3:ff,10:56:05,47.7603,-122.202,47.7603,-122.202,0,-61,-61
2,4.43931,4.43931,369.74,368.159,1,4.43931,3/6/18,10:56:08,a6:f5:97:bc:b8:b4,10:56:07,47.7602,-122.202,47.7603,-122.202,0,-54,-53
1,0,0,368.16,368.16,0,0,3/6/18,10:56:10,a2:25:90:06:3b:d2,10:56:10,47.7602,-122.202,47.7602,-122.202,0,-69,-69
1,0,0,346.144,346.144,0,0,3/6/18,10:56:14,1a:89:0e:81:23:c4,10:56:14,47.7599,-122.201,47.7599,-122.201,0,-61,-61
2,0,0,337.142,337.142,0,0,3/6/18,10:56:17,da:d6:2e:f2:79:23,10:56:17,47.7598,-122.201,47.7598,-122.201,0,-55,-53
1,0,0,319.542,319.542,0,0,3/6/18,10:56:24,1e:be:12:97:73:eb,10:56:24,47.7596,-122.2,47.7596,-122.2,0,-43,-43
6,12.8434,1.35467,311.984,317.557,40,0.321084,3/6/18,10:57:06,b2:6a:bf:28:db:40,10:56:26,47.7595,-122.2,47.7595,-122.2,0,-48.3333,-45
1,0,0,316.91,316.91,0,0,3/6/18,10:56:27,8e:1c:51:e0:b2:cc,10:56:27,47.7595,-122.2,47.7595,-122.2,0,-57,-57
3,0,0,315.968,315.968,0,0,3/6/18,10:56:29,ea:ad:f3:31:5c:7d,10:56:29,47.7595,-122.2,47.7595,-122.2,0,-65.6667,-57
1,0,0,313.987,313.987,0,0,3/6/18,10:56:34,9e:cd:5f:52:df:2a,10:56:34,47.7595,-122.2,47.7595,-122.2,0,-61,-61
1,0,0,313.987,313.987,0,0,3/6/18,10:56:34,c6:83:1a:dd:d4:bc,10:56:34,47.7595,-122.2,47.7595,-122.2,0,-47,-47
1,0,0,313.268,313.268,0,0,3/6/18,10:56:35,1a:d6:ba:6d:33:f5,10:56:35,47.7595,-122.2,47.7595,-122.2,0,-65,-65
2,0,0,313.268,313.268,0,0,3/6/18,10:56:35,da:a1:19:55:78:1f,10:56:35,47.7595,-122.2,47.7595,-122.2,0,-86,-85
1,0,0,311.972,311.972,0,0,3/6/18,10:56:38,ba:d3:d8:d5:10:25,10:56:38,47.7595,-122.2,47.7595,-122.2,0,-61,-61
1,0,0,311.984,311.984,0,0,3/6/18,10:56:43,f6:8e:0f:75:ce:f9,10:56:43,47.7595,-122.2,47.7595,-122.2,0,-43,-43
2,0,0,311.984,311.984,0,0,3/6/18,10:56:47,7a:90:d5:8c:24:98,10:56:47,47.7595,-122.2,47.7595,-122.2,0,-47,-47
6,38.4192,3.85468,342.115,311.984,44,0.873164,3/6/18,10:57:33,00:1d:7d:4b:60:e3,10:56:49,47.7592,-122.2,47.7595,-122.2,0,-80.3333,-75
1,0,0,311.984,311.984,0,0,3/6/18,10:56:49,ba:2c:a2:e1:78:36,10:56:49,47.7595,-122.2,47.7595,-122.2,0,-61,-61
1,0,0,311.984,311.984,0,0,3/6/18,10:56:53,96:8e:2c:9a:19:36,10:56:53,47.7595,-122.2,47.7595,-122.2,0,-61,-61
2,0,0,311.984,311.984,0,0,3/6/18,10:56:55,fa:3b:6e:4f:1b:f4,10:56:55,47.7595,-122.2,47.7595,-122.2,0,-55,-55
2,0,0,311.984,311.984,0,0,3/6/18,10:56:57,5e:16:d1:9b:30:37,10:56:57,47.7595,-122.2,47.7595,-122.2,0,-60,-59
2,0,0,311.984,311.984,0,0,3/6/18,10:56:58,7e:f4:7f:6e:e1:9d,10:56:58,47.7595,-122.2,47.7595,-122.2,0,-43,-43
2,0,0,311.984,311.984,0,0,3/6/18,10:56:59,12:86:9b:02:12:0a,10:56:59,47.7595,-122.2,47.7595,-122.2,0,-54,-51
2,0,0,311.984,311.984,0,0,3/6/18,10:57:01,a6:47:47:76:e2:bf,10:57:01,47.7595,-122.2,47.7595,-122.2,0,-60,-59
1,0,0,311.984,311.984,0,0,3/6/18,10:57:03,66:db:fc:19:48:1c,10:57:03,47.7595,-122.2,47.7595,-122.2,0,-67,-67
3,0,0,311.984,311.984,0,0,3/6/18,10:57:04,2e:a4:bb:93:ba:3c,10:57:04,47.7595,-122.2,47.7595,-122.2,0,-59,-55
1,0,0,311.984,311.984,0,0,3/6/18,10:57:09,02:48:2c:2f:3b:b1,10:57:09,47.7595,-122.2,47.7595,-122.2,0,-45,-45
2,0,0,311.984,311.984,0,0,3/6/18,10:57:14,9e:4e:0e:ba:42:bb,10:57:14,47.7595,-122.2,47.7595,-122.2,0,-49,-47
2,0,0,315.755,315.755,0,0,3/6/18,10:57:18,f6:0e:a1:63:cb:e9,10:57:18,47.7595,-122.2,47.7595,-122.2,0,-45,-43
2,0,0,317.14,317.14,0,0,3/6/18,10:57:22,ca:1f:95:0d:e6:db,10:57:22,47.7595,-122.2,47.7595,-122.2,0,-65,-65
2,0,0,323.71,323.71,0,0,3/6/18,10:57:27,72:56:80:3f:7e:18,10:57:27,47.7594,-122.2,47.7594,-122.2,0,-47,-47
1,0,0,331.974,331.974,0,0,3/6/18,10:57:29,aa:8b:77:d7:ec:25,10:57:29,47.7593,-122.2,47.7593,-122.2,0,-83,-83
2,0,0,331.974,331.974,0,0,3/6/18,10:57:30,7e:6c:27:eb:1e:7a,10:57:30,47.7593,-122.2,47.7593,-122.2,0,-69,-67
1,0,0,338.808,338.808,0,0,3/6/18,10:57:32,5e:c2:5b:33:61:0b,10:57:32,47.7592,-122.2,47.7592,-122.2,0,-51,-51
1,0,0,352.669,352.669,0,0,3/6/18,10:57:37,46:de:c2:1c:68:4e,10:57:37,47.7592,-122.2,47.7592,-122.2,0,-43,-43
1,0,0,384.261,384.261,0,0,3/6/18,10:57:46,fe:8d:ea:12:28:de,10:57:46,47.7593,-122.201,47.7593,-122.201,0,-45,-45
1,0,0,446.781,446.781,0,0,3/6/18,10:57:56,26:00:9a:de:9b:d0,10:57:56,47.7593,-122.202,47.7593,-122.202,0,-59,-59
1,0,0,490.263,490.263,0,0,3/6/18,10:57:59,b6:f4:c1:1b:b4:0a,10:57:59,47.7593,-122.203,47.7593,-122.203,0,-49,-49
2,0,0,502.324,502.324,0,0,3/6/18,10:58:01,12:c9:de:74:47:10,10:58:01,47.7593,-122.203,47.7593,-122.203,0,-69,-69
1,0,0,669.821,669.821,0,0,3/6/18,10:58:14,ee:e0:13:d4:07:a2,10:58:14,47.7594,-122.206,47.7594,-122.206,0,-69,-69
1,0,0,696.696,696.696,0,0,3/6/18,10:58:17,aa:07:03:d8:4e:c7,10:58:17,47.7594,-122.206,47.7594,-122.206,0,-43,-43
1,0,0,696.696,696.696,0,0,3/6/18,10:58:18,6a:47:22:76:f5:f6,10:58:18,47.7594,-122.206,47.7594,-122.206,0,-59,-59
1,0,0,708.783,708.783,0,0,3/6/18,10:58:19,7e:bf:6c:b2:22:ee,10:58:19,47.7594,-122.206,47.7594,-122.206,0,-61,-61
1,0,0,715.707,715.707,0,0,3/6/18,10:58:25,5e:8f:36:9d:05:63,10:58:25,47.7593,-122.206,47.7593,-122.206,0,-49,-49
2,0,0,715.707,715.707,0,0,3/6/18,10:58:25,ea:f2:20:a8:a6:be,10:58:25,47.7593,-122.206,47.7593,-122.206,0,-69,-69
4,11.7817,1.7207,719.882,713.543,20,0.589083,3/6/18,10:58:48,BE:EF:BE:EF:B5:8A,10:58:28,47.7593,-122.206,47.7593,-122.206,0,0,0
1,0,0,711.516,711.516,0,0,3/6/18,10:58:34,fe:49:40:e7:54:e9,10:58:34,47.7593,-122.206,47.7593,-122.206,0,-63,-63
2,0,0,717.154,717.154,0,0,3/6/18,10:58:37,b6:04:e4:09:fc:4f,10:58:37,47.7593,-122.206,47.7593,-122.206,0,-62,-61
2,0,0,718.465,718.465,0,0,3/6/18,10:58:38,72:72:69:b0:30:5c,10:58:38,47.7593,-122.206,47.7593,-122.206,0,-60,-59
2,0,0,718.949,718.949,0,0,3/6/18,10:58:40,22:76:6e:fb:72:eb,10:58:40,47.7593,-122.206,47.7593,-122.206,0,-65,-65
4,149.207,6.6438,864.818,718.949,29,5.14508,3/6/18,10:59:12,e6:bb:60:dc:c3:d6,10:58:43,47.759,-122.208,47.7593,-122.206,0,-59,-59
5,98.2051,7.06931,901.204,807.819,21,4.67644,3/6/18,10:59:24,94:B2:CC:0C:43:3E,10:59:03,47.759,-122.209,47.759,-122.207,0,0,0
1,0,0,841.788,841.788,0,0,3/6/18,10:59:08,e2:84:7d:7d:7b:4f,10:59:08,47.759,-122.208,47.759,-122.208,0,-45,-45
1,0,0,874.135,874.135,0,0,3/6/18,10:59:14,8e:df:81:6f:b7:30,10:59:14,47.759,-122.208,47.759,-122.208,0,-49,-49
16,268.575,9.13157,1142.03,888.641,45,5.96834,3/6/18,11:00:03,aa:d4:91:95:9d:4d,10:59:18,47.7578,-122.211,47.759,-122.208,0,-39,-37
2,0,0,891.052,891.052,0,0,3/6/18,10:59:19,ae:41:8f:51:a9:8c,10:59:19,47.759,-122.209,47.759,-122.209,0,-44,-43
2,0,0,985.1,985.1,0,0,3/6/18,10:59:37,2a:9e:fb:b0:14:c3,10:59:37,47.7588,-122.21,47.7588,-122.21,0,-58,-57
1,0,0,1044.3,1044.3,0,0,3/6/18,10:59:44,96:55:60:47:31:2f,10:59:44,47.7586,-122.21,47.7586,-122.21,0,-45,-45
2,0,0,1060.91,1060.91,0,0,3/6/18,10:59:46,ea:59:b9:f8:f5:65,10:59:46,47.7585,-122.211,47.7585,-122.211,0,-68,-67
1,0,0,1077.95,1077.95,0,0,3/6/18,10:59:48,56:fc:79:75:e7:4d,10:59:48,47.7584,-122.211,47.7584,-122.211,0,-77,-77
1,0,0,1086.38,1086.38,0,0,3/6/18,10:59:49,22:75:fa:66:7f:f2,10:59:49,47.7583,-122.211,47.7583,-122.211,0,-69,-69
1,0,0,1138.74,1138.74,0,0,3/6/18,11:00:10,82:1f:1f:1a:f0:42,11:00:10,47.7579,-122.211,47.7579,-122.211,0,-43,-43
2,0,0,1137.8,1137.8,0,0,3/6/18,11:00:11,4a:7f:2a:b2:d2:d9,11:00:11,47.7579,-122.211,47.7579,-122.211,0,-61,-57
1,0,0,1141.67,1141.67,0,0,3/6/18,11:00:21,06:b4:2f:3e:16:89,11:00:21,47.7579,-122.211,47.7579,-122.211,0,-67,-67
1,0,0,1178.01,1178.01,0,0,3/6/18,11:00:27,c6:01:2f:5b:f8:74,11:00:27,47.7575,-122.212,47.7575,-122.212,0,-65,-65
3,0,0,1186.27,1186.27,0,0,3/6/18,11:00:28,1a:94:0a:35:fa:d3,11:00:28,47.7573,-122.212,47.7573,-122.212,0,-41.6667,-41
2,0,0,1221.22,1221.22,0,0,3/6/18,11:00:31,26:9d:6c:a8:75:b1,11:00:31,47.7569,-122.212,47.7569,-122.212,0,-66,-65
1,0,0,1295.33,1295.33,0,0,3/6/18,11:00:39,12:d6:27:27:25:19,11:00:39,47.7559,-122.212,47.7559,-122.212,0,-69,-69
1,0,0,1331.78,1331.78,0,0,3/6/18,11:00:42,96:5a:26:9a:46:79,11:00:42,47.7555,-122.212,47.7555,-122.212,0,-57,-57
2,0,0,1331.78,1331.78,0,0,3/6/18,11:00:42,0a:09:b4:3f:b7:1d,11:00:42,47.7555,-122.212,47.7555,-122.212,0,-45,-45
1,0,0,1388.95,1388.95,0,0,3/6/18,11:00:47,d6:7e:14:dd:97:8d,11:00:47,47.7547,-122.213,47.7547,-122.213,0,-57,-57
1,0,0,1491.4,1491.4,0,0,3/6/18,11:00:59,be:a8:09:31:b1:ae,11:00:59,47.7528,-122.212,47.7528,-122.212,0,-55,-55
1,0,0,1520.48,1520.48,0,0,3/6/18,11:01:04,0a:10:1c:0b:7b:f7,11:01:04,47.7523,-122.212,47.7523,-122.212,0,-61,-61
2,0,0,1550.91,1550.91,0,0,3/6/18,11:01:08,1e:7f:ba:74:dd:ab,11:01:08,47.7518,-122.212,47.7518,-122.212,0,-41,-39
1,0,0,1569.59,1569.59,0,0,3/6/18,11:01:10,1a:48:7e:af:de:fd,11:01:10,47.7516,-122.212,47.7516,-122.212,0,-69,-69
2,0,0,1579.73,1579.73,0,0,3/6/18,11:01:11,5a:2f:f0:91:29:77,11:01:11,47.7515,-122.212,47.7515,-122.212,0,-65,-61
1,0,0,1611.8,1611.8,0,0,3/6/18,11:01:14,62:c1:4f:5a:d7:3a,11:01:14,47.7512,-122.212,47.7512,-122.212,0,-63,-63
1,0,0,1722.45,1722.45,0,0,3/6/18,11:01:22,be:d1:77:77:af:db,11:01:22,47.7505,-122.213,47.7505,-122.213,0,-65,-65
1,0,0,1691.94,1691.94,0,0,3/6/18,11:01:25,a2:a1:20:4d:dc:98,11:01:25,47.7504,-122.214,47.7504,-122.214,0,-67,-67
1,0,0,1635.19,1635.19,0,0,3/6/18,11:01:28,82:34:21:b7:ff:e3,11:01:28,47.7505,-122.214,47.7505,-122.214,0,-61,-61
1,0,0,1492.43,1492.43,0,0,3/6/18,11:01:35,ba:00:43:a1:c1:df,11:01:35,47.7511,-122.216,47.7511,-122.216,0,-67,-67
2,0,0,1309.65,1309.65,0,0,3/6/18,11:01:43,96:7d:59:1b:e0:d1,11:01:43,47.752,-122.218,47.752,-122.218,0,-63,-57
1,0,0,1273.79,1273.79,0,0,3/6/18,11:01:46,56:54:64:79:11:ff,11:01:46,47.7522,-122.219,47.7522,-122.219,0,-69,-69
2,16.8709,16.8709,1154.45,1171.32,1,16.8709,3/6/18,11:01:53,5e:c2:d9:42:fe:74,11:01:52,47.7526,-122.22,47.7525,-122.22,0,-68,-67
2,0,0,1010.91,1010.91,0,0,3/6/18,11:02:02,82:01:48:42:a1:c0,11:02:02,47.7528,-122.222,47.7528,-122.222,0,-53,-53
1,0,0,848.36,848.36,0,0,3/6/18,11:02:12,fe:88:9c:86:56:ac,11:02:12,47.7529,-122.224,47.7529,-122.224,0,-51,-51
2,0,0,781.267,781.267,0,0,3/6/18,11:02:17,4e:f1:21:3b:1e:fd,11:02:17,47.753,-122.225,47.753,-122.225,0,-60,-59
1,0,0,638.216,638.216,0,0,3/6/18,11:02:24,62:67:82:51:57:20,11:02:24,47.7534,-122.227,47.7534,-122.227,0,-65,-65
2,0,0,620.177,620.177,0,0,3/6/18,11:02:25,72:20:a9:f2:f6:ca,11:02:25,47.7535,-122.227,47.7535,-122.227,0,-73,-73
2,0,0,584.26,584.26,0,0,3/6/18,11:02:27,2e:28:ae:36:16:66,11:02:27,47.7536,-122.228,47.7536,-122.228,0,-40,-39
2,0,0,500.313,500.313,0,0,3/6/18,11:02:32,0e:00:6c:6b:56:08,11:02:32,47.7539,-122.229,47.7539,-122.229,0,-48,-47
2,0,0,470.338,470.338,0,0,3/6/18,11:02:34,e8:06:88:0b:3a:5f,11:02:34,47.7541,-122.229,47.7541,-122.229,0,-90,-89
1,0,0,415.11,415.11,0,0,3/6/18,11:02:38,4a:a6:10:f3:3a:5a,11:02:38,47.7543,-122.23,47.7543,-122.23,0,-77,-77
1,0,0,415.11,415.11,0,0,3/6/18,11:02:38,4a:2d:56:55:81:40,11:02:38,47.7543,-122.23,47.7543,-122.23,0,-45,-45
2,0,0,402.899,402.899,0,0,3/6/18,11:02:39,5a:f8:83:e8:50:ee,11:02:39,47.7543,-122.23,47.7543,-122.23,0,-60,-59
7,13.4473,0,402.899,402.899,0,0,3/6/18,11:02:39,00:26:ab:5a:dd:d5,11:02:39,47.7543,-122.23,47.7543,-122.23,0,-78.1429,-77
1,0,0,331.97,331.97,0,0,3/6/18,11:02:44,52:ef:70:9f:84:cb,11:02:44,47.7546,-122.231,47.7546,-122.231,0,-65,-65
1,0,0,331.97,331.97,0,0,3/6/18,11:02:45,00:26:b4:30:d2:30,11:02:45,47.7546,-122.231,47.7546,-122.231,0,-87,-87
1,0,0,79.916,79.916,0,0,3/6/18,11:03:03,76:96:4b:e3:aa:4c,11:03:03,47.7557,-122.234,47.7557,-122.234,0,-53,-53
1,0,0,19.3994,19.3994,0,0,3/6/18,11:03:17,0a:70:82:64:b7:83,11:03:17,47.7559,-122.234,47.7559,-122.234,0,-43,-43
1,0,0,19.6387,19.6387,0,0,3/6/18,11:03:22,6a:df:6f:68:4c:dd,11:03:22,47.7559,-122.234,47.7559,-122.234,0,-65,-65
2,0,0,18.0756,18.0756,0,0,3/6/18,11:03:26,ea:9e:92:d8:37:31,11:03:26,47.7559,-122.235,47.7559,-122.235,0,-50,-43
1,0,0,13.5124,13.5124,0,0,3/6/18,11:03:30,a6:0a:b1:77:35:0a,11:03:30,47.7559,-122.235,47.7559,-122.235,0,-43,-43
1,0,0,13.5124,13.5124,0,0,3/6/18,11:03:30,ee:7f:d3:46:3f:e1,11:03:30,47.7559,-122.235,47.7559,-122.235,0,-65,-65
1,0,0,60.0252,60.0252,0,0,3/6/18,11:03:36,36:7b:4f:31:43:b6,11:03:36,47.756,-122.235,47.756,-122.235,0,-61,-61
2,0,0,159.879,159.879,0,0,3/6/18,11:03:43,e6:76:c3:88:8a:8e,11:03:43,47.7563,-122.237,47.7563,-122.237,0,-66,-65
1,0,0,78.3985,78.3985,0,0,3/6/18,11:04:06,6a:02:3b:b2:44:89,11:04:06,47.7569,-122.24,47.7569,-122.24,0,-67,-67
1,0,0,44.7842,44.7842,0,0,3/6/18,11:04:09,66:9e:0a:fa:ee:6d,11:04:09,47.757,-122.241,47.757,-122.241,0,-67,-67
1,0,0,44.7842,44.7842,0,0,3/6/18,11:04:09,ca:4d:44:f6:c1:1f,11:04:09,47.757,-122.241,47.757,-122.241,0,-65,-65
1,0,0,2.18938,2.18938,0,0,3/6/18,11:04:14,0e:9e:aa:0d:59:67,11:04:14,47.7571,-122.241,47.7571,-122.241,0,-65,-65
1,0,0,8.58697,8.58697,0,0,3/6/18,11:04:17,4e:78:06:e9:b8:31,11:04:17,47.7571,-122.242,47.7571,-122.242,0,-71,-71
1,0,0,16.9829,16.9829,0,0,3/6/18,11:04:24,26:6c:65:3e:54:a9,11:04:24,47.7571,-122.242,47.7571,-122.242,0,-63,-63
1,0,0,16.9829,16.9829,0,0,3/6/18,11:04:26,dc:0b:34:a0:62:28,11:04:26,47.7571,-122.242,47.7571,-122.242,0,-71,-71
1,0,0,16.9829,16.9829,0,0,3/6/18,11:04:26,26:19:c3:7e:b0:27,11:04:26,47.7571,-122.242,47.7571,-122.242,0,-83,-83
1,0,0,37.7139,37.7139,0,0,3/6/18,11:04:39,02:1d:38:b3:1a:75,11:04:39,47.7572,-122.242,47.7572,-122.242,0,-49,-49
1,0,0,131.473,131.473,0,0,3/6/18,11:04:51,18:b4:30:62:53:b4,11:04:51,47.7573,-122.243,47.7573,-122.243,0,-91,-91
2,0,0,142.35,142.35,0,0,3/6/18,11:05:05,a2:73:a1:3f:b0:36,11:05:05,47.7573,-122.243,47.7573,-122.243,0,-59,-59
5,0,0,142.35,142.35,20,0,3/6/18,11:05:28,90:03:B7:41:3C:28,11:05:08,47.7573,-122.243,47.7573,-122.243,0,0,0
1,0,0,142.35,142.35,0,0,3/6/18,11:05:08,d2:bd:ea:5c:d8:bc,11:05:08,47.7573,-122.243,47.7573,-122.243,0,-47,-47
1,0,0,142.35,142.35,0,0,3/6/18,11:05:10,de:3d:33:07:cd:f8,11:05:10,47.7573,-122.243,47.7573,-122.243,0,-65,-65
1,0,0,142.35,142.35,0,0,3/6/18,11:05:13,66:0c:9c:39:b8:48,11:05:13,47.7573,-122.243,47.7573,-122.243,0,-67,-67
1,0,0,142.35,142.35,0,0,3/6/18,11:05:18,02:2f:38:09:3b:e3,11:05:18,47.7573,-122.243,47.7573,-122.243,0,-59,-59
1,0,0,142.35,142.35,0,0,3/6/18,11:05:21,86:5d:6b:44:69:dc,11:05:21,47.7573,-122.243,47.7573,-122.243,0,-67,-67
1,0,0,141.985,141.985,0,0,3/6/18,11:05:45,f2:5e:54:82:ca:ec,11:05:45,47.7574,-122.243,47.7574,-122.243,0,-69,-69
1,0,0,221.385,221.385,0,0,3/6/18,11:06:15,8e:11:66:18:bc:27,11:06:15,47.7579,-122.247,47.7579,-122.247,0,-47,-47
1,0,0,67.9798,67.9798,0,0,3/6/18,11:06:27,ce:1b:c7:46:55:92,11:06:27,47.7583,-122.249,47.7583,-122.249,0,-61,-61
1,0,0,18.99,18.99,0,0,3/6/18,11:06:34,ea:b5:60:b0:2a:13,11:06:34,47.7584,-122.249,47.7584,-122.249,0,-67,-67
2,0,0,17.1063,17.1063,0,0,3/6/18,11:06:55,f2:6f:f6:98:65:03,11:06:55,47.7584,-122.249,47.7584,-122.249,0,-42,-41
1,0,0,17.1063,17.1063,0,0,3/6/18,11:06:59,2e:df:e5:47:cd:6a,11:06:59,47.7584,-122.249,47.7584,-122.249,0,-49,-49
1,0,0,10.6156,10.6156,0,0,3/6/18,11:07:11,46:4a:4f:6a:1d:5e,11:07:11,47.7584,-122.249,47.7584,-122.249,0,-67,-67
4,6.27965,4.21699,4.46768,10.6156,64,0.0981195,3/6/18,11:08:20,46:d4:3d:0c:86:86,11:07:16,47.7584,-122.249,47.7584,-122.249,0,-48,-41
1,0,0,10.6156,10.6156,0,0,3/6/18,11:07:34,5a:51:b7:9a:98:04,11:07:34,47.7584,-122.249,47.7584,-122.249,0,-49,-49
2,0.408395,0.0408395,10.4205,10.6156,10,0.0408395,3/6/18,11:07:52,ac:5f:3e:93:8e:09,11:07:42,47.7584,-122.249,47.7584,-122.249,0,-64,-63
3,0,0,10.6156,10.6156,0,0,3/6/18,11:07:46,fe:3e:30:af:b7:06,11:07:46,47.7584,-122.249,47.7584,-122.249,0,-71,-69
1,0,0,10.4205,10.4205,0,0,3/6/18,11:07:52,fa:c5:c6:e4:a5:75,11:07:52,47.7584,-122.249,47.7584,-122.249,0,-73,-73
1,0,0,222.978,222.978,0,0,3/6/18,11:08:38,4e:ec:37:cc:24:37,11:08:38,47.7586,-122.252,47.7586,-122.252,0,-45,-45
1,0,0,427.732,427.732,0,0,3/6/18,11:08:53,56:4c:23:5b:65:cc,11:08:53,47.7587,-122.255,47.7587,-122.255,0,-67,-67
1,0,0,478.913,478.913,0,0,3/6/18,11:08:56,12:6a:08:4c:4d:4d,11:08:56,47.7587,-122.256,47.7587,-122.256,0,-79,-79
2,0,0,342.459,342.459,0,0,3/6/18,11:09:08,5e:2a:24:de:cb:53,11:09:08,47.7585,-122.259,47.7585,-122.259,0,-66,-63
1,0,0,117.001,117.001,0,0,3/6/18,11:09:23,9e:47:3a:53:7a:51,11:09:23,47.7584,-122.262,47.7584,-122.262,0,-71,-71
1,0,0,103.67,103.67,0,0,3/6/18,11:09:24,fe:ab:03:48:53:2a,11:09:24,47.7584,-122.262,47.7584,-122.262,0,-69,-69
1,0,0,22.0596,22.0596,0,0,3/6/18,11:09:44,ca:00:48:b4:64:05,11:09:44,47.7583,-122.263,47.7583,-122.263,0,-65,-65
2,0,0,22.0596,22.0596,0,0,3/6/18,11:09:46,92:63:b2:25:fa:c7,11:09:46,47.7583,-122.263,47.7583,-122.263,0,-46,-45
2,0,0,127.498,127.498,0,0,3/6/18,11:10:04,9e:7d:8d:74:d6:34,11:10:04,47.7583,-122.265,47.7583,-122.265,0,-67,-67
1,0,0,250.29,250.29,0,0,3/6/18,11:10:12,32:60:b6:e2:0a:be,11:10:12,47.7582,-122.267,47.7582,-122.267,0,-63,-63
2,0,0,387.57,387.57,0,0,3/6/18,11:10:20,3e:df:c5:ef:9b:69,11:10:20,47.758,-122.268,47.758,-122.268,0,-47,-45
1,0,0,470.702,470.702,0,0,3/6/18,11:10:25,86:05:16:bf:30:06,11:10:25,47.7578,-122.269,47.7578,-122.269,0,-63,-63
1,0,0,558.2,558.2,0,0,3/6/18,11:10:38,ae:ac:c9:25:a8:37,11:10:38,47.7564,-122.272,47.7564,-122.272,0,-67,-67
2,0,0,293.394,293.394,0,0,3/6/18,11:11:04,ea:cf:87:4e:e6:81,11:11:04,47.7546,-122.274,47.7546,-122.274,0,-66,-65
1,0,0,250.742,250.742,0,0,3/6/18,11:11:28,da:a1:19:77:bb:36,11:11:28,47.7543,-122.275,47.7543,-122.275,0,-91,-91
1,0,0,43.4498,43.4498,0,0,3/6/18,11:11:47,76:e6:a5:45:b6:e4,11:11:47,47.7535,-122.277,47.7535,-122.277,0,-55,-55
1,0,0,15.0873,15.0873,0,0,3/6/18,11:11:50,0e:e0:43:a8:1c:ba,11:11:50,47.7533,-122.277,47.7533,-122.277,0,-63,-63
2,0,0,27.6978,27.6978,0,0,3/6/18,11:11:57,3e:35:d4:02:12:ea,11:11:57,47.7531,-122.278,47.7531,-122.278,0,-49,-49
2,0,0,89.8914,89.8914,0,0,3/6/18,11:12:25,a2:72:d5:cd:ec:1e,11:12:25,47.7528,-122.279,47.7528,-122.279,0,-65,-65
1,0,0,228.727,228.727,0,0,3/6/18,11:12:38,96:09:fd:c4:ab:22,11:12:38,47.7521,-122.28,47.7521,-122.28,0,-73,-73
