2018-03-06,10,0,51,15,1,1,10:51,2,1,3,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7']"
2018-03-06,10,0,53,17,1,2,10:53,2,1,9,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'c0:ce:cd:e9:79:85', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '58:40:4E:16:31:32']"
2018-03-06,11,0,0,15,1,3,11:00,2,1,10,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'c0:ce:cd:e9:79:85', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '58:40:4E:16:31:32', '88:79:7e:55:a0:60']"
2018-03-06,11,0,3,17,1,11,11:03,2,1,11,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'c0:ce:cd:e9:79:85', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '58:40:4E:16:31:32', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b']"
2018-03-06,11,0,4,16,1,13,11:04,2,1,10,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e']"
2018-03-06,11,0,6,20,1,14,11:06,2,1,11,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31']"
2018-03-06,11,0,9,20,1,15,11:09,2,1,13,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd']"
2018-03-06,11,0,11,21,1,16,11:11,2,1,15,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', '48:db:50:35:d4:e7', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', '0e:2a:a4:68:12:69', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51']"
2018-03-06,11,0,16,23,1,21,11:16,2,1,16,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42']"
2018-03-06,11,0,18,28,1,23,11:18,2,1,16,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42']"
2018-03-06,11,0,19,24,1,24,11:19,2,1,17,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42', '00:fc:8b:81:ce:2c']"
2018-03-06,11,0,21,30,1,25,11:21,2,1,18,"['20:2d:07:f6:0d:67', 'b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '88:79:7e:55:a0:60', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42', '00:fc:8b:81:ce:2c', 'ec:9b:f3:fa:3d:56']"
2018-03-06,11,0,24,29,1,28,11:24,2,1,16,"['b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', 'c4:8e:8f:fb:2f:5b', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', '10:f1:f2:36:67:fd', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42', '00:fc:8b:81:ce:2c', 'ec:9b:f3:fa:3d:56']"
2018-03-06,11,0,26,31,1,30,11:26,2,1,14,"['b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42', '00:fc:8b:81:ce:2c', 'ec:9b:f3:fa:3d:56']"
2018-03-06,11,0,27,31,1,31,11:27,2,1,14,"['b8:27:eb:64:2c:fc', 'dc:ef:ca:56:c4:7d', '8c:85:90:84:50:96', 'ac:bc:32:9f:d1:2d', '8c:f5:a3:87:5e:8e', '02:8d:61:f2:fe:31', '7c:7a:91:d4:46:80', 'd0:13:fd:24:52:bb', 'b8:86:87:96:05:51', '48:88:ca:42:c1:f9', 'a8:a6:68:25:eb:85', '24:4b:81:b6:5f:42', '00:fc:8b:81:ce:2c', 'ec:9b:f3:fa:3d:56']"
