11/4/18 15:01:07,kobe,43,74:5E:1C:A8:FD:9A,bluetooth,mobile,0,['n/a'],20
11/4/18 15:01:12,kobe,43,74:5E:1C:A8:FD:9A,bluetooth,mobile,0,['n/a'],20
11/4/18 15:01:18,kobe,43,74:5E:1C:A8:FD:9A,bluetooth,mobile,0,['n/a'],20
11/4/18 15:01:23,kobe,43,74:5E:1C:A8:FD:9A,bluetooth,mobile,0,['n/a'],20
11/4/18 15:01:28,kobe,43,74:5E:1C:A8:FD:9A,bluetooth,mobile,0,['n/a'],20
11/4/18 15:09:23,kobe,43,00:10:6F:E8:17:79,bluetooth,mobile,0,['n/a'],20
11/4/18 15:09:28,kobe,43,00:10:6F:E8:17:79,bluetooth,mobile,0,['n/a'],20
11/4/18 15:09:34,kobe,43,00:10:6F:E8:17:79,bluetooth,mobile,0,['n/a'],20
11/4/18 15:09:39,kobe,43,00:10:6F:E8:17:79,bluetooth,mobile,0,['n/a'],20
11/4/18 15:09:44,kobe,43,00:10:6F:E8:17:79,bluetooth,mobile,0,['n/a'],20
11/4/18 15:13:04,kobe,43,C0:EE:FB:FE:68:8B,bluetooth,mobile,0,['n/a'],20
11/4/18 15:13:09,kobe,43,C0:EE:FB:FE:68:8B,bluetooth,mobile,0,['n/a'],20
11/4/18 15:13:14,kobe,43,C0:EE:FB:FE:68:8B,bluetooth,mobile,0,['n/a'],20
11/4/18 15:13:19,kobe,43,C0:EE:FB:FE:68:8B,bluetooth,mobile,0,['n/a'],20
11/4/18 15:13:25,kobe,43,C0:EE:FB:FE:68:8B,bluetooth,mobile,0,['n/a'],20
11/4/18 15:13:30,kobe,43,C0:EE:FB:FE:68:8B,bluetooth,mobile,0,['n/a'],20
11/4/18 15:17:32,kobe,43,7C:6D:62:9F:B3:EB,bluetooth,mobile,0,['n/a'],20
11/4/18 15:17:37,kobe,43,7C:6D:62:9F:B3:EB,bluetooth,mobile,0,['n/a'],20
11/4/18 15:17:42,kobe,43,7C:6D:62:9F:B3:EB,bluetooth,mobile,0,['n/a'],20
11/4/18 15:17:47,kobe,43,7C:6D:62:9F:B3:EB,bluetooth,mobile,0,['n/a'],20
11/4/18 15:17:52,kobe,43,7C:6D:62:9F:B3:EB,bluetooth,mobile,0,['n/a'],20
11/4/18 15:18:39,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:18:43,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:18:47,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:18:52,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:18:57,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:19:03,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:19:08,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:19:23,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:19:29,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:19:35,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:19:40,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:19:50,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:19:51,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:19:56,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:20:01,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:20:06,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:20:11,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:20:17,kobe,43,D4:25:8B:F8:B8:11,bluetooth,mobile,0,['n/a'],20
11/4/18 15:20:52,kobe,43,44:2A:60:D4:7F:F0,bluetooth,mobile,0,['n/a'],20
11/4/18 15:20:58,kobe,43,44:2A:60:D4:7F:F0,bluetooth,mobile,0,['n/a'],20
11/4/18 15:21:03,kobe,43,44:2A:60:D4:7F:F0,bluetooth,mobile,0,['n/a'],20
11/4/18 15:21:08,kobe,43,44:2A:60:D4:7F:F0,bluetooth,mobile,0,['n/a'],20
11/4/18 15:21:13,kobe,43,44:2A:60:D4:7F:F0,bluetooth,mobile,0,['n/a'],20
11/4/18 15:23:21,kobe,43,11:75:58:0B:3E:A2,bluetooth,mobile,0,['n/a'],20
11/4/18 15:23:26,kobe,43,11:75:58:0B:3E:A2,bluetooth,mobile,0,['n/a'],20
11/4/18 15:23:32,kobe,43,11:75:58:0B:3E:A2,bluetooth,mobile,0,['n/a'],20
11/4/18 15:23:37,kobe,43,11:75:58:0B:3E:A2,bluetooth,mobile,0,['n/a'],20
11/4/18 15:23:42,kobe,43,11:75:58:0B:3E:A2,bluetooth,mobile,0,['n/a'],20
11/4/18 15:24:13,kobe,43,E0:94:67:58:EA:E3,bluetooth,mobile,0,['n/a'],20
