8.0
8.0
8.0
8.0
8.0
8.0
8.0
5.0
10.0
15.0
5.0
5.0
9.0
9.0
8.0
9.0
9.0
5.0
9.0
9.0
8.0
6.0
9.0
9.0
15.0
8.0
5.0
