ts;sensorid;series;gpslat;gpslon;gpsalt;speed;climb;track;gpsmode
2018-03-06 08:26:12;bus_m1;43;47.759192833;-122.200047667;2.30;0.154;;310.10;3
2018-03-06 08:26:13;bus_m1;43;47.759192833;-122.200047667;2.30;0.154;;269.30;3
2018-03-06 08:26:13;bus_m1;43;47.759192833;-122.200047667;2.30;0.206;;250.80;3
2018-03-06 08:26:14;bus_m1;43;47.759192833;-122.200047667;2.30;0.206;;250.80;3
2018-03-06 08:26:14;bus_m1;43;47.759192833;-122.200047667;2.30;0.257;;243.60;3
2018-03-06 08:26:15;bus_m1;43;47.759192833;-122.200047667;2.30;0.257;;243.60;3
2018-03-06 08:26:15;bus_m1;43;47.759192833;-122.200047667;2.30;0.257;;233.10;3
2018-03-06 08:26:16;bus_m1;43;47.759192833;-122.200047667;2.30;0.257;;233.10;3
2018-03-06 08:26:16;bus_m1;43;47.759192833;-122.200047667;2.30;0.309;;217.80;3
2018-03-06 08:26:17;bus_m1;43;47.759192833;-122.200047667;2.30;0.309;;217.80;3
2018-03-06 08:26:17;bus_m1;43;47.759192833;-122.200047667;2.30;0.360;;214.40;3
2018-03-06 08:26:18;bus_m1;43;47.759192833;-122.200047667;2.30;0.360;;214.40;3
2018-03-06 08:26:18;bus_m1;43;47.759192833;-122.200047667;2.30;0.360;;214.50;3
2018-03-06 08:26:19;bus_m1;43;47.759192833;-122.200047667;2.30;0.360;;214.50;3
2018-03-06 08:26:19;bus_m1;43;47.759192833;-122.200047667;2.30;0.412;;215.80;3
2018-03-06 08:26:20;bus_m1;43;47.759192833;-122.200047667;2.30;0.412;;215.80;3
2018-03-06 08:26:21;bus_m1;43;47.759192833;-122.200047667;2.30;0.412;;225.60;3
2018-03-06 08:26:21;bus_m1;43;47.759192833;-122.200047667;2.30;0.412;;225.60;3
2018-03-06 08:26:22;bus_m1;43;47.759192833;-122.200047667;2.30;0.412;;219.00;3
2018-03-06 08:26:22;bus_m1;43;47.759192833;-122.200047667;2.30;0.412;;219.00;3
2018-03-06 08:26:23;bus_m1;43;47.759192833;-122.200047667;2.30;0.463;;211.10;3
2018-03-06 08:26:23;bus_m1;43;47.759192833;-122.200047667;2.30;0.463;;211.10;3
2018-03-06 08:26:24;bus_m1;43;47.759192833;-122.200047667;2.30;0.463;;210.10;3
2018-03-06 08:26:24;bus_m1;43;47.759192833;-122.200047667;2.30;0.463;;210.10;3
2018-03-06 08:26:25;bus_m1;43;47.759192833;-122.200047667;2.30;0.412;;211.50;3
2018-03-06 08:26:25;bus_m1;43;47.759192833;-122.200047667;2.30;0.412;;211.50;3
2018-03-06 08:26:26;bus_m1;43;47.759192833;-122.200047667;2.30;0.360;;211.10;3
2018-03-06 08:26:26;bus_m1;43;47.759192833;-122.200047667;2.30;0.360;;211.10;3
2018-03-06 08:26:27;bus_m1;43;47.759192833;-122.200047667;2.30;0.309;;213.10;3
2018-03-06 08:26:27;bus_m1;43;47.759192833;-122.200047667;2.30;0.257;;221.10;3
2018-03-06 08:26:28;bus_m1;43;47.759192833;-122.200047667;2.30;0.257;;221.10;3
2018-03-06 08:26:28;bus_m1;43;47.759192833;-122.200047667;2.30;0.206;;242.30;3
2018-03-06 08:26:29;bus_m1;43;47.759192833;-122.200047667;2.30;0.206;;242.30;3
2018-03-06 08:26:29;bus_m1;43;47.759192833;-122.200047667;2.30;0.206;;245.50;3
2018-03-06 08:26:30;bus_m1;43;47.759192833;-122.200047667;2.30;0.206;;245.50;3
2018-03-06 08:26:30;bus_m1;43;47.759192833;-122.200047667;2.30;0.154;;263.40;3
2018-03-06 08:26:31;bus_m1;43;47.759192833;-122.200047667;2.30;0.154;;263.40;3
2018-03-06 08:26:31;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;266.00;3
2018-03-06 08:26:32;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;266.00;3
2018-03-06 08:26:32;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;0.00;3
2018-03-06 08:26:33;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;0.00;3
2018-03-06 08:26:33;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;0.00;3
2018-03-06 08:26:34;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;0.00;3
2018-03-06 08:26:34;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;0.00;3
2018-03-06 08:26:35;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;0.00;3
2018-03-06 08:26:36;bus_m1;43;47.759192833;-122.200047667;2.30;0.154;;356.80;3
2018-03-06 08:26:36;bus_m1;43;47.759192833;-122.200047667;2.30;0.154;;356.80;3
2018-03-06 08:26:37;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;0.00;3
2018-03-06 08:26:37;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;0.00;3
2018-03-06 08:26:38;bus_m1;43;47.759192833;-122.200047667;2.30;0.051;;0.00;3
2018-03-06 08:26:38;bus_m1;43;47.759192833;-122.200047667;2.30;0.051;;0.00;3
2018-03-06 08:26:39;bus_m1;43;47.759192833;-122.200047667;2.30;0.051;;0.00;3
2018-03-06 08:26:39;bus_m1;43;47.759192833;-122.200047667;2.30;0.051;;0.00;3
2018-03-06 08:26:40;bus_m1;43;47.759192833;-122.200047667;2.30;0.051;;0.00;3
2018-03-06 08:26:40;bus_m1;43;47.759192833;-122.200047667;2.30;0.051;;0.00;3
2018-03-06 08:26:41;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;0.00;3
2018-03-06 08:26:41;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;0.00;3
2018-03-06 08:26:42;bus_m1;43;47.759192833;-122.200047667;2.30;0.103;;276.40;3
2018-03-06 08:26:42;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:26:43;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:26:43;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:26:44;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:26:44;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:26:45;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:26:45;bus_m1;43;47.759195000;-122.200053500;2.10;0.154;;21.00;3
2018-03-06 08:26:46;bus_m1;43;47.759195000;-122.200053500;2.10;0.154;;21.00;3
2018-03-06 08:26:46;bus_m1;43;47.759195000;-122.200053500;2.10;0.154;;45.90;3
2018-03-06 08:26:47;bus_m1;43;47.759195000;-122.200053500;2.10;0.154;;45.90;3
2018-03-06 08:26:47;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:26:48;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:26:48;bus_m1;43;47.759195000;-122.200053500;2.10;0.154;;52.60;3
2018-03-06 08:26:49;bus_m1;43;47.759195000;-122.200053500;2.10;0.154;;52.60;3
2018-03-06 08:26:49;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:26:50;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:26:51;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;64.10;3
2018-03-06 08:26:51;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;64.10;3
2018-03-06 08:26:52;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:26:52;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:26:53;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:26:53;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:26:54;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:26:54;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:26:55;bus_m1;43;47.759195000;-122.200053500;2.10;0.154;;199.70;3
2018-03-06 08:26:55;bus_m1;43;47.759195000;-122.200053500;2.10;0.154;;199.70;3
2018-03-06 08:26:56;bus_m1;43;47.759195000;-122.200053500;2.10;0.257;;199.00;3
2018-03-06 08:26:56;bus_m1;43;47.759195000;-122.200053500;2.10;0.257;;199.00;3
2018-03-06 08:26:57;bus_m1;43;47.759195000;-122.200053500;2.10;0.309;;199.20;3
2018-03-06 08:26:57;bus_m1;43;47.759195000;-122.200053500;2.10;0.309;;199.20;3
2018-03-06 08:26:58;bus_m1;43;47.759195000;-122.200053500;2.10;0.309;;199.80;3
2018-03-06 08:26:58;bus_m1;43;47.759195000;-122.200053500;2.10;0.309;;199.80;3
2018-03-06 08:26:59;bus_m1;43;47.759195000;-122.200053500;2.10;0.257;;205.10;3
2018-03-06 08:26:59;bus_m1;43;47.759195000;-122.200053500;2.10;0.257;;204.10;3
2018-03-06 08:27:00;bus_m1;43;47.759195000;-122.200053500;2.10;0.257;;204.10;3
2018-03-06 08:27:00;bus_m1;43;47.759195000;-122.200053500;2.10;0.206;;207.60;3
2018-03-06 08:27:01;bus_m1;43;47.759195000;-122.200053500;2.10;0.206;;207.60;3
2018-03-06 08:27:01;bus_m1;43;47.759195000;-122.200053500;2.10;0.154;;219.50;3
2018-03-06 08:27:02;bus_m1;43;47.759195000;-122.200053500;2.10;0.154;;219.50;3
2018-03-06 08:27:02;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:03;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:03;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:04;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:04;bus_m1;43;47.759195000;-122.200053500;2.10;0.000;;0.00;3
2018-03-06 08:27:05;bus_m1;43;47.759195000;-122.200053500;2.10;0.000;;0.00;3
2018-03-06 08:27:06;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:06;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:07;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:27:07;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:27:08;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:08;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:09;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:09;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:10;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:27:10;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:27:11;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:27:11;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:27:12;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:12;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:27:13;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:27:13;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;181.70;3
2018-03-06 08:27:14;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;181.70;3
2018-03-06 08:27:14;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:15;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:15;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;181.20;3
2018-03-06 08:27:16;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;181.20;3
2018-03-06 08:27:16;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:17;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:17;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:18;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:18;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:19;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:19;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:20;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:21;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:27:21;bus_m1;43;47.759195000;-122.200053500;2.10;0.103;;0.00;3
2018-03-06 08:27:22;bus_m1;43;47.759195000;-122.200053500;2.10;0.051;;0.00;3
2018-03-06 08:27:23;bus_m1;43;47.759195667;-122.200053000;2.15;0.103;;0.00;3
2018-03-06 08:27:23;bus_m1;43;47.759195667;-122.200053000;2.15;0.103;;0.00;3
2018-03-06 08:27:24;bus_m1;43;47.759195667;-122.200053000;2.15;0.103;;0.00;3
2018-03-06 08:27:24;bus_m1;43;47.759195667;-122.200053000;2.15;0.103;;0.00;3
2018-03-06 08:27:25;bus_m1;43;47.759195667;-122.200053000;2.15;0.103;;342.70;3
2018-03-06 08:27:25;bus_m1;43;47.759195667;-122.200053000;2.15;0.103;;342.70;3
2018-03-06 08:27:26;bus_m1;43;47.759195667;-122.200053000;2.15;0.103;;0.00;3
2018-03-06 08:27:26;bus_m1;43;47.759195667;-122.200053000;2.15;0.051;;0.00;3
2018-03-06 08:27:27;bus_m1;43;47.759195667;-122.200053000;2.15;0.051;;0.00;3
2018-03-06 08:27:27;bus_m1;43;47.759195667;-122.200053000;2.15;0.051;;0.00;3
2018-03-06 08:27:28;bus_m1;43;47.759195667;-122.200053000;2.15;0.051;;0.00;3
2018-03-06 08:27:28;bus_m1;43;47.759195667;-122.200053000;2.15;0.103;;122.50;3
2018-03-06 08:27:29;bus_m1;43;47.759195667;-122.200053000;2.15;0.103;;122.50;3
2018-03-06 08:27:29;bus_m1;43;47.759195667;-122.200053000;2.15;0.154;;113.00;3
2018-03-06 08:27:30;bus_m1;43;47.759195667;-122.200053000;2.15;0.154;;113.00;3
2018-03-06 08:27:30;bus_m1;43;47.759195667;-122.200053000;2.15;0.206;;102.60;3
2018-03-06 08:27:31;bus_m1;43;47.759195667;-122.200053000;2.15;0.206;;102.60;3
2018-03-06 08:27:31;bus_m1;43;47.759195667;-122.200053000;2.15;0.257;;107.20;3
2018-03-06 08:27:32;bus_m1;43;47.759195667;-122.200053000;2.15;0.257;;107.20;3
2018-03-06 08:27:32;bus_m1;43;47.759195667;-122.200053000;2.15;0.257;;108.50;3
2018-03-06 08:27:33;bus_m1;43;47.759195667;-122.200053000;2.15;0.257;;108.50;3
2018-03-06 08:27:34;bus_m1;43;47.759195667;-122.200053000;2.15;0.257;;122.20;3
2018-03-06 08:27:34;bus_m1;43;47.759195667;-122.200053000;2.15;0.257;;122.20;3
2018-03-06 08:27:35;bus_m1;43;47.759195667;-122.200053000;2.15;0.257;;121.40;3
2018-03-06 08:27:35;bus_m1;43;47.759195667;-122.200053000;2.15;0.257;;121.40;3
2018-03-06 08:27:36;bus_m1;43;47.759195667;-122.200053000;2.15;0.309;;123.30;3
2018-03-06 08:27:36;bus_m1;43;47.759195667;-122.200053000;2.15;0.309;;123.30;3
2018-03-06 08:27:37;bus_m1;43;47.759195667;-122.200053000;2.15;0.360;;131.30;3
2018-03-06 08:27:37;bus_m1;43;47.759195667;-122.200053000;2.15;0.360;;131.30;3
2018-03-06 08:27:38;bus_m1;43;47.759195667;-122.200053000;2.15;0.360;;132.30;3
2018-03-06 08:27:38;bus_m1;43;47.759195667;-122.200053000;2.15;0.360;;132.30;3
2018-03-06 08:27:39;bus_m1;43;47.759193667;-122.200051000;2.09;0.309;;109.20;3
2018-03-06 08:27:39;bus_m1;43;47.759193667;-122.200051000;2.09;0.309;;109.20;3
2018-03-06 08:27:40;bus_m1;43;47.759193667;-122.200051000;2.09;0.309;;126.80;3
2018-03-06 08:27:40;bus_m1;43;47.759193667;-122.200051000;2.09;0.309;;126.80;3
2018-03-06 08:27:41;bus_m1;43;47.759193667;-122.200051000;2.09;0.309;;136.40;3
2018-03-06 08:27:41;bus_m1;43;47.759193667;-122.200051000;2.09;0.360;;141.80;3
2018-03-06 08:27:42;bus_m1;43;47.759193667;-122.200051000;2.09;0.360;;141.80;3
2018-03-06 08:27:42;bus_m1;43;47.759191667;-122.200049500;2.07;0.360;;150.70;3
2018-03-06 08:27:43;bus_m1;43;47.759191667;-122.200049500;2.07;0.360;;150.70;3
2018-03-06 08:27:43;bus_m1;43;47.759186333;-122.200047833;2.03;0.360;;167.60;3
2018-03-06 08:27:44;bus_m1;43;47.759186333;-122.200047833;2.03;0.360;;167.60;3
2018-03-06 08:27:44;bus_m1;43;47.759182500;-122.200044500;2.02;0.412;;152.00;3
2018-03-06 08:27:45;bus_m1;43;47.759182500;-122.200044500;2.02;0.412;;152.00;3
2018-03-06 08:27:45;bus_m1;43;47.759182500;-122.200044500;2.02;0.412;;152.00;3
2018-03-06 08:27:46;bus_m1;43;47.759177167;-122.200038833;2.05;0.875;;132.70;3
2018-03-06 08:27:46;bus_m1;43;47.759176000;-122.200017667;2.08;2.161;;116.70;3
2018-03-06 08:27:47;bus_m1;43;47.759176000;-122.200017667;2.08;2.161;;116.70;3
2018-03-06 08:27:47;bus_m1;43;47.759157333;-122.199976000;2.35;3.858;;117.90;3
2018-03-06 08:27:48;bus_m1;43;47.759157333;-122.199976000;2.35;3.858;;117.90;3
2018-03-06 08:27:48;bus_m1;43;47.759136333;-122.199920667;2.64;5.247;;116.60;3
2018-03-06 08:27:49;bus_m1;43;47.759136333;-122.199920667;2.64;5.247;;116.60;3
2018-03-06 08:27:50;bus_m1;43;47.759103833;-122.199856000;2.88;5.556;;110.20;3
2018-03-06 08:27:50;bus_m1;43;47.759103833;-122.199856000;2.88;5.556;;110.20;3
2018-03-06 08:27:51;bus_m1;43;47.759087000;-122.199776833;4.05;5.505;;104.70;3
2018-03-06 08:27:51;bus_m1;43;47.759087000;-122.199776833;4.05;5.505;;104.70;3
2018-03-06 08:27:52;bus_m1;43;47.759071833;-122.199695500;5.16;5.299;;95.80;3
2018-03-06 08:27:52;bus_m1;43;47.759071833;-122.199695500;5.16;5.299;;95.80;3
2018-03-06 08:27:53;bus_m1;43;47.759074833;-122.199614167;6.21;4.990;;82.60;3
2018-03-06 08:27:53;bus_m1;43;47.759074833;-122.199614167;6.21;4.990;;82.60;3
2018-03-06 08:27:54;bus_m1;43;47.759081500;-122.199538833;7.11;5.093;;78.70;3
2018-03-06 08:27:54;bus_m1;43;47.759081500;-122.199538833;7.11;5.093;;78.70;3
2018-03-06 08:27:55;bus_m1;43;47.759089833;-122.199463167;7.93;4.990;;76.90;3
2018-03-06 08:27:55;bus_m1;43;47.759089833;-122.199463167;7.93;4.990;;76.90;3
2018-03-06 08:27:56;bus_m1;43;47.759111167;-122.199389500;7.92;4.579;;61.30;3
2018-03-06 08:27:56;bus_m1;43;47.759111167;-122.199389500;7.92;4.579;;61.30;3
2018-03-06 08:27:57;bus_m1;43;47.759154667;-122.199336167;7.85;4.321;;22.30;3
2018-03-06 08:27:57;bus_m1;43;47.759210167;-122.199327167;7.63;4.784;;349.90;3
2018-03-06 08:27:58;bus_m1;43;47.759210167;-122.199327167;7.63;4.784;;349.90;3
2018-03-06 08:27:58;bus_m1;43;47.759263333;-122.199354667;7.53;5.299;;330.80;3
2018-03-06 08:27:59;bus_m1;43;47.759263333;-122.199354667;7.53;5.299;;330.80;3
2018-03-06 08:27:59;bus_m1;43;47.759336667;-122.199440667;7.18;8.283;;316.70;3
2018-03-06 08:28:00;bus_m1;43;47.759336667;-122.199440667;7.18;8.283;;316.70;3
2018-03-06 08:28:00;bus_m1;43;47.759393167;-122.199527000;6.82;8.540;;311.30;3
2018-03-06 08:28:01;bus_m1;43;47.759393167;-122.199527000;6.82;8.540;;311.30;3
2018-03-06 08:28:01;bus_m1;43;47.759443167;-122.199619500;6.58;8.385;;306.20;3
2018-03-06 08:28:02;bus_m1;43;47.759443167;-122.199619500;6.58;8.385;;306.20;3
2018-03-06 08:28:02;bus_m1;43;47.759489667;-122.199710333;6.34;8.385;;308.20;3
2018-03-06 08:28:03;bus_m1;43;47.759489667;-122.199710333;6.34;8.385;;308.20;3
2018-03-06 08:28:04;bus_m1;43;47.759532333;-122.199804833;6.11;8.385;;300.60;3
2018-03-06 08:28:04;bus_m1;43;47.759532333;-122.199804833;6.11;8.385;;300.60;3
2018-03-06 08:28:05;bus_m1;43;47.759575333;-122.199906667;5.78;8.437;;302.00;3
2018-03-06 08:28:05;bus_m1;43;47.759575333;-122.199906667;5.78;8.437;;302.00;3
2018-03-06 08:28:06;bus_m1;43;47.759615000;-122.200011000;5.45;8.025;;294.60;3
2018-03-06 08:28:06;bus_m1;43;47.759615000;-122.200011000;5.45;8.025;;294.60;3
2018-03-06 08:28:07;bus_m1;43;47.759645500;-122.200112333;5.26;7.871;;293.00;3
2018-03-06 08:28:07;bus_m1;43;47.759645500;-122.200112333;5.26;7.871;;293.00;3
2018-03-06 08:28:08;bus_m1;43;47.759673667;-122.200213667;5.15;7.665;;293.50;3
2018-03-06 08:28:08;bus_m1;43;47.759673667;-122.200213667;5.15;7.665;;293.50;3
2018-03-06 08:28:09;bus_m1;43;47.759703167;-122.200314667;4.95;7.665;;290.90;3
2018-03-06 08:28:09;bus_m1;43;47.759703167;-122.200314667;4.95;7.665;;290.90;3
2018-03-06 08:28:10;bus_m1;43;47.759736500;-122.200421333;4.57;7.665;;294.70;3
2018-03-06 08:28:10;bus_m1;43;47.759773167;-122.200531000;4.15;7.768;;295.40;3
2018-03-06 08:28:11;bus_m1;43;47.759773167;-122.200531000;4.15;7.768;;295.40;3
2018-03-06 08:28:11;bus_m1;43;47.759806667;-122.200635667;3.89;7.871;;295.20;3
2018-03-06 08:28:12;bus_m1;43;47.759806667;-122.200635667;3.89;7.871;;295.20;3
2018-03-06 08:28:12;bus_m1;43;47.759843167;-122.200740333;3.63;7.717;;296.20;3
2018-03-06 08:28:13;bus_m1;43;47.759843167;-122.200740333;3.63;7.717;;296.20;3
2018-03-06 08:28:13;bus_m1;43;47.759880833;-122.200849833;3.70;7.768;;296.10;3
2018-03-06 08:28:14;bus_m1;43;47.759880833;-122.200849833;3.70;7.768;;296.10;3
2018-03-06 08:28:14;bus_m1;43;47.759918833;-122.200958000;3.66;7.768;;296.70;3
2018-03-06 08:28:15;bus_m1;43;47.759918833;-122.200958000;3.66;7.768;;296.70;3
2018-03-06 08:28:15;bus_m1;43;47.759952000;-122.201056167;3.50;7.408;;298.90;3
2018-03-06 08:28:16;bus_m1;43;47.759952000;-122.201056167;3.50;7.408;;298.90;3
2018-03-06 08:28:16;bus_m1;43;47.759987000;-122.201138833;3.35;6.585;;306.70;3
2018-03-06 08:28:17;bus_m1;43;47.759987000;-122.201138833;3.35;6.585;;306.70;3
2018-03-06 08:28:17;bus_m1;43;47.760022667;-122.201207333;3.16;5.453;;311.10;3
2018-03-06 08:28:18;bus_m1;43;47.760022667;-122.201207333;3.16;5.453;;311.10;3
2018-03-06 08:28:18;bus_m1;43;47.760055833;-122.201258500;3.12;4.476;;314.60;3
2018-03-06 08:28:19;bus_m1;43;47.760055833;-122.201258500;3.12;4.476;;314.60;3
2018-03-06 08:28:20;bus_m1;43;47.760084500;-122.201295000;3.11;3.395;;320.70;3
2018-03-06 08:28:20;bus_m1;43;47.760084500;-122.201295000;3.11;3.395;;320.70;3
2018-03-06 08:28:21;bus_m1;43;47.760106333;-122.201320000;3.22;2.521;;326.30;3
2018-03-06 08:28:21;bus_m1;43;47.760106333;-122.201320000;3.22;2.521;;326.30;3
2018-03-06 08:28:22;bus_m1;43;47.760122833;-122.201336833;3.35;1.338;;318.40;3
2018-03-06 08:28:22;bus_m1;43;47.760122833;-122.201336833;3.35;1.338;;318.40;3
2018-03-06 08:28:23;bus_m1;43;47.760127833;-122.201347000;3.74;0.617;;301.50;3
2018-03-06 08:28:23;bus_m1;43;47.760127833;-122.201347000;3.74;0.617;;301.50;3
2018-03-06 08:28:24;bus_m1;43;47.760132333;-122.201353500;4.03;0.360;;335.40;3
2018-03-06 08:28:24;bus_m1;43;47.760132333;-122.201353500;4.03;0.360;;335.40;3
2018-03-06 08:28:25;bus_m1;43;47.760140167;-122.201356833;4.30;1.132;;353.60;3
2018-03-06 08:28:25;bus_m1;43;47.760140167;-122.201356833;4.30;1.132;;353.60;3
2018-03-06 08:28:26;bus_m1;43;47.760156833;-122.201362833;4.49;2.264;;348.20;3
2018-03-06 08:28:26;bus_m1;43;47.760156833;-122.201362833;4.49;2.264;;348.20;3
2018-03-06 08:28:27;bus_m1;43;47.760184833;-122.201378833;4.95;3.241;;349.90;3
2018-03-06 08:28:27;bus_m1;43;47.760210667;-122.201393833;5.16;3.344;;353.70;3
2018-03-06 08:28:28;bus_m1;43;47.760210667;-122.201393833;5.16;3.344;;353.70;3
2018-03-06 08:28:28;bus_m1;43;47.760240667;-122.201402167;5.46;3.601;;3.90;3
2018-03-06 08:28:29;bus_m1;43;47.760240667;-122.201402167;5.46;3.601;;3.90;3
2018-03-06 08:28:29;bus_m1;43;47.760281000;-122.201401500;6.45;4.218;;23.50;3
2018-03-06 08:28:30;bus_m1;43;47.760281000;-122.201401500;6.45;4.218;;23.50;3
2018-03-06 08:28:30;bus_m1;43;47.760314000;-122.201373167;6.80;4.373;;48.70;3
2018-03-06 08:28:31;bus_m1;43;47.760314000;-122.201373167;6.80;4.373;;48.70;3
2018-03-06 08:28:31;bus_m1;43;47.760341667;-122.201321000;6.98;5.607;;60.30;3
2018-03-06 08:28:32;bus_m1;43;47.760341667;-122.201321000;6.98;5.607;;60.30;3
2018-03-06 08:28:32;bus_m1;43;47.760366500;-122.201250000;7.13;6.533;;66.80;3
2018-03-06 08:28:33;bus_m1;43;47.760366500;-122.201250000;7.13;6.533;;66.80;3
2018-03-06 08:28:33;bus_m1;43;47.760390667;-122.201164167;7.25;7.459;;70.50;3
2018-03-06 08:28:34;bus_m1;43;47.760390667;-122.201164167;7.25;7.459;;70.50;3
2018-03-06 08:28:35;bus_m1;43;47.760418500;-122.201063833;7.65;9.311;;76.50;3
2018-03-06 08:28:35;bus_m1;43;47.760418500;-122.201063833;7.65;9.311;;76.50;3
2018-03-06 08:28:36;bus_m1;43;47.760445167;-122.200940167;8.05;10.443;;77.30;3
2018-03-06 08:28:36;bus_m1;43;47.760445167;-122.200940167;8.05;10.443;;77.30;3
2018-03-06 08:28:37;bus_m1;43;47.760471000;-122.200797667;8.23;11.266;;76.20;3
2018-03-06 08:28:37;bus_m1;43;47.760471000;-122.200797667;8.23;11.266;;76.20;3
2018-03-06 08:28:38;bus_m1;43;47.760499833;-122.200643833;8.57;11.987;;75.90;3
2018-03-06 08:28:38;bus_m1;43;47.760499833;-122.200643833;8.57;11.987;;75.90;3
2018-03-06 08:28:39;bus_m1;43;47.760529667;-122.200482333;8.87;12.707;;76.00;3
2018-03-06 08:28:39;bus_m1;43;47.760529667;-122.200482333;8.87;12.707;;76.00;3
