ts;sensorid;series;mac;devicetype;label;intensity
2018-03-06 10:56:52.449369;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-43
2018-03-06 10:56:52.470369;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-43
2018-03-06 10:56:53.341754;bus_m1;44;96:8e:2c:9a:19:36;wifi;mobile;-61
2018-03-06 10:56:53.479439;bus_m1;44;86:25:64:e8:60:6b;wifi;mobile;-51
2018-03-06 10:56:53.490469;bus_m1;44;86:25:64:e8:60:6b;wifi;mobile;-51
2018-03-06 10:56:53.610519;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 10:56:53.63099;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:56:53.740923;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-27
2018-03-06 10:56:54.868053;bus_m1;44;fa:3b:6e:4f:1b:f4;wifi;mobile;-55
2018-03-06 10:56:54.86922;bus_m1;44;fa:3b:6e:4f:1b:f4;wifi;mobile;-55
2018-03-06 10:56:57.323345;bus_m1;44;5e:16:d1:9b:30:37;wifi;mobile;-61
2018-03-06 10:56:57.341422;bus_m1;44;5e:16:d1:9b:30:37;wifi;mobile;-59
2018-03-06 10:56:57.54813;bus_m1;44;7e:f4:7f:6e:e1:9d;wifi;mobile;-43
2018-03-06 10:56:57.601575;bus_m1;44;7e:f4:7f:6e:e1:9d;wifi;mobile;-43
2018-03-06 10:56:59.283723;bus_m1;44;12:86:9b:02:12:0a;wifi;mobile;-57
2018-03-06 10:56:59.360489;bus_m1;44;12:86:9b:02:12:0a;wifi;mobile;-51
2018-03-06 10:57:01.339473;bus_m1;44;a6:47:47:76:e2:bf;wifi;mobile;-59
2018-03-06 10:57:01.35885;bus_m1;44;a6:47:47:76:e2:bf;wifi;mobile;-61
2018-03-06 10:57:03.331011;bus_m1;44;66:db:fc:19:48:1c;wifi;mobile;-67
2018-03-06 10:57:04.078477;bus_m1;44;2e:a4:bb:93:ba:3c;wifi;mobile;-55
2018-03-06 10:57:04.110785;bus_m1;44;2e:a4:bb:93:ba:3c;wifi;mobile;-61
2018-03-06 10:57:04.111997;bus_m1;44;2e:a4:bb:93:ba:3c;wifi;mobile;-61
2018-03-06 10:57:06.378435;bus_m1;44;b2:6a:bf:28:db:40;wifi;mobile;-63
2018-03-06 10:57:06.398568;bus_m1;44;b2:6a:bf:28:db:40;wifi;mobile;-45
2018-03-06 10:57:06.48958;bus_m1;44;ee:40:8b:60:f5:52;wifi;mobile;-43
2018-03-06 10:57:09.21469;bus_m1;44;02:48:2c:2f:3b:b1;wifi;mobile;-45
2018-03-06 10:57:13.627393;bus_m1;44;9e:4e:0e:ba:42:bb;wifi;mobile;-47
2018-03-06 10:57:13.662062;bus_m1;44;9e:4e:0e:ba:42:bb;wifi;mobile;-51
2018-03-06 10:57:18.140755;bus_m1;44;f6:0e:a1:63:cb:e9;wifi;mobile;-47
2018-03-06 10:57:18.196455;bus_m1;44;f6:0e:a1:63:cb:e9;wifi;mobile;-43
2018-03-06 10:57:19.748054;bus_m1;44;00:1d:7d:4b:60:e3;wifi;mobile;-75
2018-03-06 10:57:19.748592;bus_m1;44;00:1d:7d:4b:60:e3;wifi;mobile;-75
2018-03-06 10:57:22.070976;bus_m1;44;ca:1f:95:0d:e6:db;wifi;mobile;-65
2018-03-06 10:57:22.09061;bus_m1;44;ca:1f:95:0d:e6:db;wifi;mobile;-65
2018-03-06 10:57:24.081301;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-29
2018-03-06 10:57:24.083916;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-29
2018-03-06 10:57:24.217949;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:57:24.241968;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-19
2018-03-06 10:57:24.24415;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-19
2018-03-06 10:57:24.246773;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:57:24.249041;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:57:24.354199;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-29
2018-03-06 10:57:24.370422;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-27
2018-03-06 10:57:24.381081;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-27
2018-03-06 10:57:25.275837;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-53
2018-03-06 10:57:26.802438;bus_m1;44;72:56:80:3f:7e:18;wifi;mobile;-47
2018-03-06 10:57:26.863299;bus_m1;44;72:56:80:3f:7e:18;wifi;mobile;-47
2018-03-06 10:57:27.318487;bus_m1;44;00:1d:7d:4b:60:e3;wifi;mobile;-79
2018-03-06 10:57:28.656253;bus_m1;44;aa:8b:77:d7:ec:25;wifi;mobile;-83
2018-03-06 10:57:30.112312;bus_m1;44;7e:6c:27:eb:1e:7a;wifi;mobile;-67
2018-03-06 10:57:30.113862;bus_m1;44;7e:6c:27:eb:1e:7a;wifi;mobile;-71
2018-03-06 10:57:32.115089;bus_m1;44;00:1d:7d:4b:60:e3;wifi;mobile;-81
2018-03-06 10:57:32.496245;bus_m1;44;5e:c2:5b:33:61:0b;wifi;mobile;-51
2018-03-06 10:57:32.826427;bus_m1;44;00:1d:7d:4b:60:e3;wifi;mobile;-85
2018-03-06 10:57:37.039774;bus_m1;44;46:de:c2:1c:68:4e;wifi;mobile;-43
2018-03-06 10:57:45.669522;bus_m1;44;fe:8d:ea:12:28:de;wifi;mobile;-45
2018-03-06 10:57:52.152252;bus_m1;44;dc:ef:ca:56:c4:7d;wifi;mobile;-59
2018-03-06 10:57:52.192452;bus_m1;44;dc:ef:ca:56:c4:7d;wifi;mobile;-67
2018-03-06 10:57:52.496258;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-27
2018-03-06 10:57:52.60655;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:57:52.627366;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:57:53.47245;bus_m1;44;86:25:64:e8:60:6b;wifi;mobile;-63
2018-03-06 10:57:53.49344;bus_m1;44;86:25:64:e8:60:6b;wifi;mobile;-57
2018-03-06 10:57:56.32278;bus_m1;44;26:00:9a:de:9b:d0;wifi;mobile;-59
2018-03-06 10:57:59.306344;bus_m1;44;b6:f4:c1:1b:b4:0a;wifi;mobile;-49
2018-03-06 10:58:01.120113;bus_m1;44;12:c9:de:74:47:10;wifi;mobile;-69
2018-03-06 10:58:01.140164;bus_m1;44;12:c9:de:74:47:10;wifi;mobile;-69
2018-03-06 10:58:07.409393;bus_m1;44;ee:40:8b:60:f5:52;wifi;mobile;-43
2018-03-06 10:58:08.691313;bus_m1;44;c6:29:ed:45:f9:3b;wifi;mobile;-43
2018-03-06 10:58:14.30278;bus_m1;44;ee:e0:13:d4:07:a2;wifi;mobile;-69
2018-03-06 10:58:17.447984;bus_m1;44;aa:07:03:d8:4e:c7;wifi;mobile;-43
2018-03-06 10:58:18.045646;bus_m1;44;6a:47:22:76:f5:f6;wifi;mobile;-59
2018-03-06 10:58:19.155455;bus_m1;44;7e:bf:6c:b2:22:ee;wifi;mobile;-61
2018-03-06 10:58:23.098358;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-31
2018-03-06 10:58:23.206507;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-25
2018-03-06 10:58:23.208896;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 10:58:23.21148;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 10:58:23.213812;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 10:58:23.228317;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:58:23.230985;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:58:23.233351;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:58:23.23545;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:58:23.366879;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-29
2018-03-06 10:58:24.806503;bus_m1;44;5e:8f:36:9d:05:63;wifi;mobile;-49
2018-03-06 10:58:25.45142;bus_m1;44;ea:f2:20:a8:a6:be;wifi;mobile;-69
2018-03-06 10:58:25.453107;bus_m1;44;ea:f2:20:a8:a6:be;wifi;mobile;-69
2018-03-06 10:58:33.936042;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-57
2018-03-06 10:58:33.946715;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-39
2018-03-06 10:58:34.322068;bus_m1;44;fe:49:40:e7:54:e9;wifi;mobile;-63
2018-03-06 10:58:36.82662;bus_m1;44;b6:04:e4:09:fc:4f;wifi;mobile;-63
2018-03-06 10:58:36.847028;bus_m1;44;b6:04:e4:09:fc:4f;wifi;mobile;-61
2018-03-06 10:58:37.584098;bus_m1;44;72:72:69:b0:30:5c;wifi;mobile;-59
2018-03-06 10:58:37.649074;bus_m1;44;72:72:69:b0:30:5c;wifi;mobile;-61
2018-03-06 10:58:39.090838;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-39
2018-03-06 10:58:39.101114;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-39
2018-03-06 10:58:40.206755;bus_m1;44;22:76:6e:fb:72:eb;wifi;mobile;-65
2018-03-06 10:58:40.227266;bus_m1;44;22:76:6e:fb:72:eb;wifi;mobile;-65
2018-03-06 10:58:43.459044;bus_m1;44;e6:bb:60:dc:c3:d6;wifi;mobile;-59
2018-03-06 10:58:44.512928;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-39
2018-03-06 10:58:44.513895;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-37
2018-03-06 10:58:44.524041;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-39
2018-03-06 10:58:44.525042;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-37
2018-03-06 10:58:47.699448;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-39
2018-03-06 10:58:47.709839;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-37
2018-03-06 10:58:49.895958;bus_m1;44;88:79:7e:55:a0:60;wifi;mobile;-63
2018-03-06 10:58:53.614744;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:58:53.635083;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:58:54.172714;bus_m1;44;e6:bb:60:dc:c3:d6;wifi;mobile;-59
2018-03-06 10:59:02.663896;bus_m1;44;e6:bb:60:dc:c3:d6;wifi;mobile;-59
2018-03-06 10:59:07.942345;bus_m1;44;e2:84:7d:7d:7b:4f;wifi;mobile;-45
2018-03-06 10:59:08.89013;bus_m1;44;c6:29:ed:45:f9:3b;wifi;mobile;-43
2018-03-06 10:59:09.897648;bus_m1;44;c6:29:ed:45:f9:3b;wifi;mobile;-49
2018-03-06 10:59:12.150515;bus_m1;44;e6:bb:60:dc:c3:d6;wifi;mobile;-59
2018-03-06 10:59:14.422882;bus_m1;44;8e:df:81:6f:b7:30;wifi;mobile;-49
2018-03-06 10:59:17.540684;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-39
2018-03-06 10:59:17.561774;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-39
2018-03-06 10:59:18.972064;bus_m1;44;ae:41:8f:51:a9:8c;wifi;mobile;-45
2018-03-06 10:59:19.027568;bus_m1;44;ae:41:8f:51:a9:8c;wifi;mobile;-43
2018-03-06 10:59:23.737567;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-39
2018-03-06 10:59:24.092149;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-31
2018-03-06 10:59:24.095604;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-29
2018-03-06 10:59:24.218887;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:59:24.221506;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:59:24.223874;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 10:59:24.239555;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:59:24.242113;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 10:59:24.246004;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 10:59:25.419974;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-43
2018-03-06 10:59:26.989368;bus_m1;44;8c:85:90:84:50:96;wifi;mobile;-53
2018-03-06 10:59:27.0322;bus_m1;44;8c:85:90:84:50:96;wifi;mobile;-53
2018-03-06 10:59:27.033501;bus_m1;44;8c:85:90:84:50:96;wifi;mobile;-51
2018-03-06 10:59:27.034255;bus_m1;44;8c:85:90:84:50:96;wifi;mobile;-51
2018-03-06 10:59:27.056021;bus_m1;44;8c:85:90:84:50:96;wifi;mobile;-51
2018-03-06 10:59:28.147717;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-37
2018-03-06 10:59:28.170164;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-37
2018-03-06 10:59:30.150114;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-41
2018-03-06 10:59:34.024538;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-37
2018-03-06 10:59:37.119578;bus_m1;44;2a:9e:fb:b0:14:c3;wifi;mobile;-57
2018-03-06 10:59:37.172737;bus_m1;44;2a:9e:fb:b0:14:c3;wifi;mobile;-59
2018-03-06 10:59:40.684684;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-39
2018-03-06 10:59:42.036038;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-41
2018-03-06 10:59:43.440287;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-55
2018-03-06 10:59:43.791968;bus_m1;44;96:55:60:47:31:2f;wifi;mobile;-45
2018-03-06 10:59:46.240465;bus_m1;44;ea:59:b9:f8:f5:65;wifi;mobile;-67
2018-03-06 10:59:46.241551;bus_m1;44;ea:59:b9:f8:f5:65;wifi;mobile;-69
2018-03-06 10:59:47.557275;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-39
2018-03-06 10:59:47.578412;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-39
2018-03-06 10:59:48.180315;bus_m1;44;56:fc:79:75:e7:4d;wifi;mobile;-77
2018-03-06 10:59:48.976078;bus_m1;44;22:75:fa:66:7f:f2;wifi;mobile;-69
2018-03-06 10:59:49.221093;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-39
2018-03-06 10:59:49.24231;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-41
2018-03-06 10:59:51.915047;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-39
2018-03-06 10:59:51.936109;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-39
2018-03-06 10:59:53.48305;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-29
2018-03-06 10:59:53.612777;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 10:59:53.632098;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:00:03.070316;bus_m1;44;aa:d4:91:95:9d:4d;wifi;mobile;-37
2018-03-06 11:00:10.256789;bus_m1;44;82:1f:1f:1a:f0:42;wifi;mobile;-43
2018-03-06 11:00:10.53052;bus_m1;44;4a:7f:2a:b2:d2:d9;wifi;mobile;-65
2018-03-06 11:00:10.54994;bus_m1;44;4a:7f:2a:b2:d2:d9;wifi;mobile;-57
2018-03-06 11:00:17.044728;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-33
2018-03-06 11:00:17.05719;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-37
2018-03-06 11:00:20.745368;bus_m1;44;06:b4:2f:3e:16:89;wifi;mobile;-67
2018-03-06 11:00:24.214021;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:00:24.218527;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:00:24.222223;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 11:00:24.224352;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 11:00:24.234631;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 11:00:24.236818;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 11:00:24.238989;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:00:24.241157;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:00:25.644958;bus_m1;44;88:79:7e:55:a0:60;wifi;mobile;-73
2018-03-06 11:00:25.665146;bus_m1;44;88:79:7e:55:a0:60;wifi;mobile;-71
2018-03-06 11:00:26.584036;bus_m1;44;c6:01:2f:5b:f8:74;wifi;mobile;-65
2018-03-06 11:00:27.711452;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-35
2018-03-06 11:00:27.712424;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-37
2018-03-06 11:00:27.721715;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-35
2018-03-06 11:00:27.722715;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-37
2018-03-06 11:00:28.047916;bus_m1;44;1a:94:0a:35:fa:d3;wifi;mobile;-41
2018-03-06 11:00:28.0491;bus_m1;44;1a:94:0a:35:fa:d3;wifi;mobile;-41
2018-03-06 11:00:28.06901;bus_m1;44;1a:94:0a:35:fa:d3;wifi;mobile;-43
2018-03-06 11:00:28.38751;bus_m1;44;88:79:7e:55:a0:60;wifi;mobile;-67
2018-03-06 11:00:30.606596;bus_m1;44;26:9d:6c:a8:75:b1;wifi;mobile;-65
2018-03-06 11:00:30.627253;bus_m1;44;26:9d:6c:a8:75:b1;wifi;mobile;-67
2018-03-06 11:00:31.214764;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-37
2018-03-06 11:00:31.22585;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-51
2018-03-06 11:00:34.637905;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-35
2018-03-06 11:00:36.062313;bus_m1;44;ac:bc:32:9f:d1:2d;wifi;mobile;-69
2018-03-06 11:00:36.063133;bus_m1;44;ac:bc:32:9f:d1:2d;wifi;mobile;-69
2018-03-06 11:00:36.079693;bus_m1;44;ac:bc:32:9f:d1:2d;wifi;mobile;-63
2018-03-06 11:00:36.083698;bus_m1;44;ac:bc:32:9f:d1:2d;wifi;mobile;-61
2018-03-06 11:00:36.086521;bus_m1;44;ac:bc:32:9f:d1:2d;wifi;mobile;-57
2018-03-06 11:00:36.087335;bus_m1;44;ac:bc:32:9f:d1:2d;wifi;mobile;-57
2018-03-06 11:00:36.133488;bus_m1;44;ac:bc:32:9f:d1:2d;wifi;mobile;-65
2018-03-06 11:00:36.310757;bus_m1;44;74:4a:a4:eb:5e:35;wifi;mobile;-75
2018-03-06 11:00:38.075012;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-39
2018-03-06 11:00:38.086093;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-39
2018-03-06 11:00:38.638217;bus_m1;44;12:d6:27:27:25:19;wifi;mobile;-69
2018-03-06 11:00:41.749599;bus_m1;44;96:5a:26:9a:46:79;wifi;mobile;-57
2018-03-06 11:00:42.382805;bus_m1;44;0a:09:b4:3f:b7:1d;wifi;mobile;-45
2018-03-06 11:00:42.449297;bus_m1;44;0a:09:b4:3f:b7:1d;wifi;mobile;-45
2018-03-06 11:00:45.964726;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-39
2018-03-06 11:00:45.975723;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-37
2018-03-06 11:00:46.684649;bus_m1;44;d6:7e:14:dd:97:8d;wifi;mobile;-57
2018-03-06 11:00:53.572975;bus_m1;44;88:79:7e:55:a0:60;wifi;mobile;-67
2018-03-06 11:00:53.614324;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 11:00:53.634742;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:00:55.177089;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-57
2018-03-06 11:00:55.197279;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-57
2018-03-06 11:00:59.210735;bus_m1;44;be:a8:09:31:b1:ae;wifi;mobile;-55
2018-03-06 11:01:02.818403;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-37
2018-03-06 11:01:03.743535;bus_m1;44;0a:10:1c:0b:7b:f7;wifi;mobile;-61
2018-03-06 11:01:08.401386;bus_m1;44;1e:7f:ba:74:dd:ab;wifi;mobile;-43
2018-03-06 11:01:08.42221;bus_m1;44;1e:7f:ba:74:dd:ab;wifi;mobile;-39
2018-03-06 11:01:10.403383;bus_m1;44;1a:48:7e:af:de:fd;wifi;mobile;-69
2018-03-06 11:01:10.601691;bus_m1;44;5a:2f:f0:91:29:77;wifi;mobile;-69
2018-03-06 11:01:10.656703;bus_m1;44;5a:2f:f0:91:29:77;wifi;mobile;-61
2018-03-06 11:01:11.506305;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-55
2018-03-06 11:01:11.527198;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-55
2018-03-06 11:01:13.923692;bus_m1;44;62:c1:4f:5a:d7:3a;wifi;mobile;-63
2018-03-06 11:01:17.004507;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-57
2018-03-06 11:01:17.008681;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-59
2018-03-06 11:01:17.013934;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-59
2018-03-06 11:01:17.025059;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-61
2018-03-06 11:01:17.035634;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-63
2018-03-06 11:01:17.239558;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-41
2018-03-06 11:01:20.896981;bus_m1;44;c0:ce:cd:e9:79:85;wifi;mobile;-41
2018-03-06 11:01:21.00902;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-57
2018-03-06 11:01:21.024774;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-57
2018-03-06 11:01:21.036202;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-59
2018-03-06 11:01:21.042291;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-59
2018-03-06 11:01:21.045489;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-57
2018-03-06 11:01:21.821079;bus_m1;44;be:d1:77:77:af:db;wifi;mobile;-65
2018-03-06 11:01:24.092087;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-29
2018-03-06 11:01:24.219125;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:01:24.221808;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:01:24.224506;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:01:24.227086;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:01:24.239415;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:01:24.242023;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 11:01:24.24446;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-23
2018-03-06 11:01:24.247307;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-25
2018-03-06 11:01:24.794502;bus_m1;44;a2:a1:20:4d:dc:98;wifi;mobile;-67
2018-03-06 11:01:25.273954;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-57
2018-03-06 11:01:25.314187;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-57
2018-03-06 11:01:26.597105;bus_m1;44;72:c2:95:57:97:bd;wifi;mobile;-45
2018-03-06 11:01:26.610491;bus_m1;44;72:c2:95:57:97:bd;wifi;mobile;-45
2018-03-06 11:01:27.521677;bus_m1;44;82:34:21:b7:ff:e3;wifi;mobile;-61
2018-03-06 11:01:32.690528;bus_m1;44;72:c2:95:57:97:bd;wifi;mobile;-41
2018-03-06 11:01:32.710759;bus_m1;44;72:c2:95:57:97:bd;wifi;mobile;-41
2018-03-06 11:01:35.401043;bus_m1;44;ba:00:43:a1:c1:df;wifi;mobile;-67
2018-03-06 11:01:39.008526;bus_m1;44;72:c2:95:57:97:bd;wifi;mobile;-41
2018-03-06 11:01:40.330922;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-63
2018-03-06 11:01:42.825737;bus_m1;44;96:7d:59:1b:e0:d1;wifi;mobile;-69
2018-03-06 11:01:42.902298;bus_m1;44;96:7d:59:1b:e0:d1;wifi;mobile;-57
2018-03-06 11:01:46.278062;bus_m1;44;56:54:64:79:11:ff;wifi;mobile;-69
2018-03-06 11:01:52.464273;bus_m1;44;5e:c2:d9:42:fe:74;wifi;mobile;-69
2018-03-06 11:01:52.518944;bus_m1;44;5e:c2:d9:42:fe:74;wifi;mobile;-67
2018-03-06 11:01:53.487091;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-29
2018-03-06 11:01:53.507401;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-27
2018-03-06 11:01:53.616203;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:01:53.63708;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-21
2018-03-06 11:01:55.297073;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-61
2018-03-06 11:01:55.337291;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-59
2018-03-06 11:02:02.128955;bus_m1;44;82:01:48:42:a1:c0;wifi;mobile;-53
2018-03-06 11:02:02.149022;bus_m1;44;82:01:48:42:a1:c0;wifi;mobile;-53
2018-03-06 11:02:04.496363;bus_m1;44;72:c2:95:57:97:bd;wifi;mobile;-41
2018-03-06 11:02:10.314134;bus_m1;44;48:db:50:35:d4:e7;wifi;mobile;-65
2018-03-06 11:02:12.156746;bus_m1;44;fe:88:9c:86:56:ac;wifi;mobile;-51
2018-03-06 11:02:16.706223;bus_m1;44;4e:f1:21:3b:1e:fd;wifi;mobile;-61
2018-03-06 11:02:16.886152;bus_m1;44;4e:f1:21:3b:1e:fd;wifi;mobile;-59
2018-03-06 11:02:18.816644;bus_m1;44;dc:ef:ca:ff:1a:05;wifi;mobile;-61
2018-03-06 11:02:18.856231;bus_m1;44;dc:ef:ca:ff:1a:05;wifi;mobile;-59
2018-03-06 11:02:21.892232;bus_m1;44;dc:ef:ca:ff:1a:05;wifi;mobile;-67
2018-03-06 11:02:23.80896;bus_m1;44;62:67:82:51:57:20;wifi;mobile;-65
2018-03-06 11:02:23.86664;bus_m1;44;b8:27:eb:64:2c:fc;wifi;mobile;-57
